"460","","Paul Auster's New York - Promo: Mak.of Amer","Paul Auster","Literature","American","","3.83","71","2022/03/18"
"461","","The Inner Life of Martin Frost","Paul Auster","Fiction","Plays","Contemporary","3.32","340","2022/03/18"
"462","","Disappearances","Paul Auster","Poetry","","","3.36","81","2022/03/18"
"463","","The Red Notebook: True Stories","Paul Auster","Nonfiction","Short Stories","Writing","3.78","4398","2022/03/18"
"464","","Collected Poems","Paul Auster","Poetry","Literature","The United States Of America","3.58","283","2022/03/18"
"465","","Paul Auster and Postmodern Quest: On the Road to Nowhere","Chippy M.L. Den Irvine","","","","5.0","1","2022/03/18"
"466","","Timbuktu / Leviathan / Moon Palace","Paul Auster","","","","4.38","24","2022/03/18"
"467","","El libro de las ilusiones","Paul Auster","Fiction","Mystery","Literature","3.89","22259","2022/03/18"
"468","","An Art of Desire: Reading Paul Auster","Bernd Herzogenrath","","","","4.0","5","2022/03/18"
"469","Bloom's Modern Critical Views","Paul Auster","Harold Bloom","","","","4.08","12","2022/03/18"
"470","","The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook","Paul Auster","Writing","Essays","Nonfiction","3.88","465","2022/03/18"
"471","","World that is the Book: Paul Auster’s Fiction","Aliki Varvogli","Nonfiction","Criticism","Literary Criticism","3.64","11","2022/03/18"
"472","","Why Write?","Paul Auster","Writing","Essays","Nonfiction","3.77","148","2022/03/18"
"473","Penn Studies in Contemporary American Fiction","Beyond the Red Notebook: Essays on Paul Auster","Dennis Barone","Reference","","","4.17","12","2022/03/18"
"474","","Paul Auster (French Edition)","F. Gavillon","","","","4.25","4","2022/03/18"
"475","Civilizations Rise and Fall","Collapse: How Societies Choose to Fail or Succeed","Jared Diamond","History","Nonfiction","Science","3.92","67861","2022/03/18"
"476","","The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel","Stephen Leeb","Economics","Nonfiction","Business","3.41","267","2022/03/18"
"477","","Collapse of Complex Societies","Joseph A. Tainter","History","Nonfiction","Politics","4.17","1035","2022/03/18"
"478","","Bowling Alone: The Collapse and Revival of American Community","Robert D. Putnam","Nonfiction","Sociology","Politics","3.83","6165","2022/03/18"
"479","","The Collapse of Evolution","Scott M. Huse","Science","Religion","Theology","4.14","93","2022/03/18"
"480","","Collapse of Burning Buildings: A Guide to Fireground Safety","Vincent Dunn","","","","4.83","6","2022/03/18"
"481","","The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom","Philip K. Howard","Nonfiction","Law","Politics","3.93","69","2022/03/18"
"482","","Armageddon Averted: The Soviet Collapse, 1970-2000","Stephen Kotkin","History","Cultural","Russia","3.73","829","2022/03/18"
"483","","","","","","","","","2022/03/18"
"484","","Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America","Joy Harjo","Poetry","Fiction","Anthologies","4.39","326","2022/03/18"
"485","Cambridge Language Surveys","The Languages of Native North America","Marianne Mithun","Humanities","Linguistics","Humanities","4.5","36","2022/03/18"
"486","","","","","","","","","2022/03/18"
"487","","Searching for Lost City: On the Trail of America's Native Languages","Elizabeth Seay","","","","3.89","9","2022/03/18"
"488","","Indian Sign Language","William Tomkins","History","Humanities","Language","3.96","50","2022/03/18"
"489","","Along The Clipper Way","Francis Chichester","Nonfiction","History","","4.02","41","2022/03/18"
"490","","Along The Clipper Way","Francis Chichester","Nonfiction","History","","4.02","41","2022/03/18"
"491","","Life And Adventures Of John Nicol, Mariner","John Nicol","History","Biography","Autobiography","4.08","113","2022/03/18"
"492","","The Fantastic Inventions of Nikola Tesla","Nikola Tesla","Science","Nonfiction","History","4.07","268","2022/03/18"
"493","","My Inventions","Nikola Tesla","Biography","Science","Nonfiction","3.86","9422","2022/03/18"
"494","","Wizard: The Life and Times of Nikola Tesla: Biography of a Genius","Marc J. Seifer","Biography","Nonfiction","Science","3.66","5982","2022/03/18"
"495","","Colorado Springs Notes, 1899-1900","Brotherhood of Life","Science","Nonfiction","History","3.96","28","2022/03/18"
"496","","The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4","Tim R. Swartz","Nonfiction","Science","Biography","3.92","48","2022/03/18"
"497","","Nikola Tesla: A Spark of Genius","Carol Dommermuth-Costa","Biography","Science","History","3.96","116","2022/03/18"
"498","","Tesla Papers","Nikola Tesla","Science","Science","Technology","4.17","113","2022/03/18"
"499","","21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM)","U.S. Government","","","","5.0","2","2022/03/18"
"500","","Problem of Increasing Human Energy","Nikola Tesla","Science","Science","Physics","4.19","333","2022/03/18"
"501","","The Tesla Rotating Magnetic Field","Thomas Commerford Martin","","","","4.0","3","2022/03/18"
"502","","Art Invention House","Michael Webb","","","","3.67","9","2022/03/18"
"503","","How Invention Begins: Echoes of Old Voices in the Rise of New Machines","John H. Lienhard","Nonfiction","History","","3.83","18","2022/03/18"
"504","","The Invention of Peace: Reflections on War and International Order","Michael Eliot Howard","History","Nonfiction","Politics","3.79","121","2022/03/18"
"505","","The Invention of Tradition","Eric J. Hobsbawm","History","Nonfiction","Anthropology","3.97","1215","2022/03/18"
"506","","The Story of Inventions","Frank Puterbaugh Bachman","Science","History","Nonfiction","3.8","81","2022/03/18"
"507","","Amazing Leonardo da Vinci Inventions: You Can Build Yourself","Maxine Anderson","Science","Art","Nonfiction","3.91","107","2022/03/18"
"508","","Complete Idiot's Guide to Cashing in on Your Inventions","Richard C. Levy","Business","","","3.82","11","2022/03/18"
"509","","The Invention of Love","Tom Stoppard","Plays","Drama","LGBT","4.02","1875","2022/03/18"
"510","","Sliding Into Home","Dori Hillestad Butler","Realistic Fiction","Sports","Sports","3.9","93","2022/03/18"
"511","","Boys of Summer","Julie Elizabeth Leto","Romance","Sports","Sports","3.77","506","2022/03/18"
"512","","When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870","William J. Ryczek","Sports","Baseball","","4.63","8","2022/03/18"
"513","","Sliding for Home","Frank Moher","","","","1.0","1","2022/03/18"
"514","","sliding home","Ray Holan","","","","5.0","1","2022/03/18"
"515","","Programming Ruby: The Pragmatic Programmers' Guide","Dave Thomas","Computer Science","Programming","Science","4.03","1965","2022/03/18"
"516","","Programming Ruby: The Pragmatic Programmer's Guide","Dave Thomas","Computer Science","Programming","Science","4.03","1965","2022/03/18"
"517","","Best of Ruby Quiz Volume One","James Edward Gray II","Computer Science","Programming","","3.38","26","2022/03/18"
"518","","From Java to Ruby","Bruce A. Tate","Computer Science","Programming","","3.14","29","2022/03/18"
"519","","Rails Recipes","Chad Fowler","Computer Science","Programming","Computer Science","3.56","314","2022/03/18"
"520","","Learn to Program","Chris Pine","Computer Science","Programming","Science","4.13","541","2022/03/18"
"521","","No Fluff, Just Stuff Anthology","Neal Ford","Computer Science","Programming","Science","3.38","26","2022/03/18"
"522","","English-Cayuga/Cayuga-English Dictionary","Frances Froman","","","","0.0","0","2022/03/18"
"523","","Golding's Lord of the Flies (Cliffs Notes)","Maureen Kelly","Reference","Nonfiction","","3.96","114","2022/03/18"
"524","","Lord of the Flies","William Golding","Classics","Fiction","Young Adult","3.69","2541593","2022/03/18"
"525","","Lord of the Flies","William Golding","Classics","Fiction","Young Adult","3.69","2541593","2022/03/18"
"526","","Lord of the Flies","William Golding","Classics","Fiction","Young Adult","3.69","2541593","2022/03/18"
"527","","Cliffs Notes on Golding's Lord of the Flies","Maureen Kelly","Reference","Nonfiction","","3.96","114","2022/03/18"
"528","","Lord of the Flies (SparkNotes Literature Guides)","SparkNotes","Reference","","","3.75","51","2022/03/19"
"529","","Lord of the Flies Activity Pack","James   Scott","","","","5.0","1","2022/03/19"
"530","","Lord of the Flies","William Golding","Classics","Fiction","Young Adult","3.69","2541593","2022/03/19"
"531","","A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War","Victor Davis Hanson","History","Nonfiction","History","4.13","2289","2022/03/19"
"532","","Jack: A Life Like No Other","Geoffrey Perrett","Biography","Nonfiction","History","3.85","226","2022/03/19"
"533","","Like No Other","Robert Mercer-Nairne","","","","3.75","4","2022/03/19"
"534","","We Were Not Like Other People","Ephraim Sevela","","","","4.13","15","2022/03/19"
"535","","Brandy Station: A Battle Like None Other","Richard E. Crouch","","","","3.0","1","2022/03/19"
"536","","The Lovely Bones","Alice Sebold","Fiction","Mystery","Young Adult","3.83","2171929","2022/03/19"
"537","","The Lovely Bones","Alice Sebold","Fiction","Mystery","Young Adult","3.83","2171929","2022/03/19"
"538","","The Lovely Bones","Alice Sebold","Fiction","Mystery","Young Adult","3.83","2171929","2022/03/19"
"539","Elizabeth MacPherson","Lovely in Her Bones","Sharyn McCrumb","Mystery","Fiction","Thriller","3.81","1628","2022/03/19"
"540","","","","","","","","","2022/03/19"
"541","","","","","","","","","2022/03/19"
"542","","How to Invest in Self-Storage","Scott Duffy","","","","4.2","10","2022/03/19"
"543","","USB Mass Storage: Designing and Programming Devices and Embedded Hosts","Jan Axelson","","","","3.57","7","2022/03/19"
"544","","Storage Area Networks for Dummies","Christopher Poelker","Computer Science","Programming","","3.76","71","2022/03/19"
"545","","Storage Network Performance Analysis","Huseyin Simitci","","","","3.87","15","2022/03/19"
"546","","Complete Home Storge","Barbara Braasch","","","","3.1","10","2022/03/19"
"547","Taunton's Idea Books","Taunton's Home Storage Idea Book","Joanne Kellar Bouknight","Nonfiction","Reference","","3.68","22","2022/03/19"
"548","","Storage Area Network Essentials: A Complete Guide to Understanding and Implementing Sans","Richard  Barker","","","","4.12","17","2022/03/19"
"549","","Perfect Order: 101 Simple Storage Solutions","Elizabeth Hilliard","","","","3.6","5","2022/03/19"
"550","","Country Living Stylish Storage: Simple Ways to Contain Your Clutter","Paige Gilchrist","","","","3.0","2","2022/03/19"
"551","","Simple Handmade Storage: 23 Step-By-Step Weekend Projects","Philip Haxell","Art","Crafts","","3.29","7","2022/03/19"
"552","","Simple Storage Solutions","Elizabeth Hilliard","","","","0.0","0","2022/03/19"
"553","","Storage (Chic Simple) (Chic Simple Components)","Jennifer Lisle","","","","3.14","7","2022/03/19"
"554","","Simple Handmade Storage","Philip Haxell","","","","3.67","3","2022/03/19"
"555","","The Modern Gentleman: A Guide to Essential Manners, Savvy and Vice","Phineas Mollod","Self Help","Nonfiction","Reference","3.79","391","2022/03/19"
"556","","The Chap Manifesto: Revolutionary Etiquette for the Modern Gentleman","Gustav Temple","Humor","","","3.93","90","2022/03/19"
"557","","The Compleat Gentleman: The Modern Man's Guide to Chivalry","Brad Miner","Nonfiction","Philosophy","Audiobook","3.61","226","2022/03/19"
"558","","The Last Gentleman (Modern Library)","Walker Percy","Fiction","Literature","Novels","3.86","2329","2022/03/19"
"559","","The Compleat Gentleman: The Modern Man's Guide to Chivalry (Audiofy Digital Audiobook Chips)","Brad Miner","Nonfiction","Philosophy","Audiobook","3.61","226","2022/03/19"
"560","","The Compleat Gentleman: The Modern Man's Guide to Chivalry","Brad Miner","Nonfiction","Philosophy","Audiobook","3.61","226","2022/03/19"
"561","","The Word of a Gentleman: Meditations for Modern Man","Richard C. Halverson","","","","3.0","1","2022/03/19"
"562","","The Colored Gentleman, a Product of Modern Civilization","Dennis Imbert","","","","0.0","0","2022/03/19"
"563","","CSS Mastery: Advanced Web Standards Solutions","Andy Budd","Design","Computer Science","Programming","4.09","1121","2022/03/19"
"564","Head First Series","Head First HTML with CSS & XHTML","Elisabeth Robson","Computer Science","Programming","Nonfiction","4.16","1353","2022/03/19"
"565","","The Zen of CSS Design: Visual Enlightenment for the Web","Dave Shea","Design","Design","Website Design","3.99","857","2022/03/19"
"566","","Stylin' with CSS: A Designer's Guide","Charles Wyke-Smith","Design","Website Design","Design","3.73","172","2022/03/19"
"567","","CSS Pocket Reference","Eric A. Meyer","Reference","Design","Website Design","3.99","438","2022/03/19"
"568","","The CSS Anthology","Rachel Andrew","Computer Science","Programming","Design","3.9","231","2022/03/19"
"569","","HTML Utopia","Rachel Andrew","Computer Science","Programming","Internet","3.4","50","2022/03/19"
"570","","HTML, XHTML, and CSS (Visual Quickstart Guide)","Elizabeth Castro","Nonfiction","Reference","Design","3.8","589","2022/03/19"
"571","","Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets","Eric A. Meyer","Reference","Internet","Web","4.13","309","2022/03/19"
"572","","1,000 Places to See in the U.S.A.  Canada Before You Die","Patricia Schultz","Travel","Nonfiction","Reference","4.04","2595","2022/03/19"
"573","","1000 Cornish Place Names (Tor Mark Paperbacks)","Jolyan Holmes","","","","0.0","0","2022/03/19"
"574","","1000 Cornish Place Names Explained","Julyan Holmes","","","","3.0","1","2022/03/19"
"575","","Michelin's Charming Places to Stay in France 2003: 1000 Hotels & Guesthouses for Less Than 80 Euros","Guides Touristiques Michelin","Travel","","","3.17","6","2022/03/19"
"576","","1000 Record Covers","Michael Ochs","Music","Art","Nonfiction","3.89","504","2022/03/19"
"577","","The Cover Art Of Blue Note Records, Vol.2","Graham Marsh","Music","Music","Jazz","4.56","18","2022/03/19"
"578","","Paul Huf: record covers","Hornbuckle","","","","0.0","0","2022/03/19"
"579","","Virgin All-time Top 1000 Albums","Colin Larkin","Music","Nonfiction","Reference","3.67","33","2022/03/19"
"580","","Top 1000 Albums of All Time","Colin Larkin","Music","","","3.8","5","2022/03/19"
"581","","100 Albums That Changed Music: And 500 Songs You Need to Hear","Sean Egan","Music","Nonfiction","","3.65","34","2022/03/19"
"582","","1000 Families","Uwe Ommer","","","","4.0","17","2022/03/19"
"583","","1000 Questions, 1000 Réponses","Alain Grée","","","","4.0","1","2022/03/19"
"584","","Words of Life: A Religious and Inspirational Album Containing Over 1000 Quotat","Charles L. Wallis","","","","5.0","3","2022/03/19"
"585","","The Art of Rock: Posters from Presley to Punk","Paul Grushkin","Music","Art","Nonfiction","4.47","101","2022/03/19"
"586","","Art of Modern Rock: The Poster Explosion","Paul Grushkin","Music","Art","Design","4.12","1298","2022/03/19"
"587","","Ambiguous Images: Gender and Rock Art","Kelley Hays-Gilpin","History","Archaeology","","3.92","13","2022/03/19"
"588","","Roadside Guide to Indian Ruins & Rock Art of the Southwest","Gordon Sullivan","","","","4.2","10","2022/03/19"
"589","","A Field Guide to Rock Art Symbols of the Greater Southwest","Alex Patterson","History","Archaeology","Nonfiction","4.18","67","2022/03/19"
"590","","Guide to Rock Art of the Utah Region: Sites with Public Access","Dennis Slifer","","","","4.14","14","2022/03/19"
"591","","The Rock Art of Texas Indians","William W. Newcomb","","","","4.1","10","2022/03/19"
"592","","Rock Art Savvy: The Responsible Visitor's Guide to Public Sites of the Southwest","Ronald D. Sanders","","","","3.0","1","2022/03/19"
"593","","The Archaeology of Rock-Art","Christopher Chippindale","History","Archaeology","","4.14","14","2022/03/19"
"594","","African Rock Art: Paintings and Engravings on Stone","David Coulson","","","","4.0","8","2022/03/19"
"595","","Flash to the Core: An Interactive Sketchbook by Joshua Davis","Joshua Davis","","","","4.16","32","2022/03/19"
"596","","","","","","","","","2022/03/19"
"597","","Killing Yourself to Live: 85% of a True Story","Chuck Klosterman","Nonfiction","Music","Autobiography","3.84","27149","2022/03/19"
"598","","Killing Yourself To Live","Chuck Klosterman","Nonfiction","Music","Autobiography","3.84","27149","2022/03/19"
"599","","Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto","Chuck Klosterman","Nonfiction","Writing","Essays","3.73","70022","2022/03/19"
"600","","Sex, Drugs and DNA: Science's Taboos Confronted","Michael Stebbins","Science","Nonfiction","Politics","3.68","136","2022/03/19"
"601","","Sex, Drugs & Economics: An Unconventional Introduction to Economics","Diane Coyle","Economics","Nonfiction","","3.53","124","2022/03/19"
"602","","Sex, Drugs, Rock and Roll","Eric Bogosian","Plays","Drama","Fiction","3.79","311","2022/03/19"
"603","","Sex, Drugs, Gambling, and Chocolate: A Workbook for Overcoming Addictions","A. Thomas Horvath","Psychology","Nonfiction","","3.97","32","2022/03/19"
"604","","Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market","Eric Schlosser","Nonfiction","Politics","Sociology","3.78","6214","2022/03/19"
"605","","Life and Def: Sex, Drugs, Money, + God","Russell Simmons","Music","Biography","Nonfiction","3.8","407","2022/03/19"
"606","","The Vice Guide to Sex and Drugs and Rock and Roll","Suroosh Alvi","Nonfiction","Humor","Culture","4.05","593","2022/03/19"
"607","","Corporate Vices: What's Gone Wrong with Business?","Charles Cohen","","","","2.25","4","2022/03/19"
"608","","Grand Theft Auto: Vice City Official Strategy Guide","Tim Bogenn","Games","Gaming","Sports and Games","4.13","60","2022/03/19"
"609","","Grand Theft Auto: Vice City Official Strategy Guide for PC","Tim Bogenn","Games","Gaming","Sports and Games","4.13","60","2022/03/19"
"610","","Grand Theft Auto: Vice City Stories Official Strategy Guide","Brady Games","","","","4.5","16","2022/03/19"
"611","","The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader","Rich Mintzer","","","","0.0","0","2022/03/19"
"612","","An ABC of Vice: An Insatiable Women's Guide, Alphabetized","Nicole Hollander","","","","4.36","11","2022/03/19"
"613","","On Moral Character: A Practical Guide to Aristotle's Virtues and Vices","Jody Palmour","","","","5.0","1","2022/03/19"
"614","","Decadent health: A survival guide for elegant people with vice","Mark David Baer","","","","5.0","1","2022/03/19"
"615","","The Vice-Busting Diet: A 12-Week Plan to Break Your Worst Food Habits and Change Your Life Forever","Julia Griggs Havey","Nonfiction","Health","","3.29","34","2022/03/19"
"616","","Vice & Virtue in Everyday Life: Introductory Readings in Ethics","Christina Hoff Sommers","Philosophy","Nonfiction","Textbooks","3.76","111","2022/03/19"
"617","","Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights","Jeff Rogers","Food and Drink","Cookbooks","Food and Drink","3.81","101","2022/03/19"
"618","","Vice DOs & DON'Ts: 10 Years of Vice Magazine's Street Fashion Critiques","Suroosh Alvi","Humor","Nonfiction","Couture","4.16","637","2022/03/19"
"619","V","Vice","Jane Feather","Romance","Romance","Historical Romance","3.52","579","2022/03/19"
"620","Spenser","Small Vices","Robert B. Parker","Mystery","Fiction","Mystery","4.05","5706","2022/03/19"
"621","","The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich","David Bach","Economics","Finance","Finance","3.94","17075","2022/03/19"
"622","","The Automatic Millionaire Homeowner: A Powerful Plan to Finish Rich in Real Estate","David Bach","Economics","Finance","Nonfiction","3.81","1628","2022/03/19"
"623","","The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically","David Bach","Economics","Finance","Nonfiction","3.76","108","2022/03/19"
"624","","The Automatic Millionaire Homeowner","David Bach","Economics","Finance","Nonfiction","3.81","1628","2022/03/19"
"625","","The Automatic Millionaire: A Powerful One Step Plan To Live And Finish Rich","David Bach","Economics","Finance","Finance","3.94","17075","2022/03/19"
"626","","The Automatic Millionaire Home Study Course","David Bach","","","","4.27","11","2022/03/19"
"627","","The Automatic Millionaire Workbook","David Bach","Economics","Finance","Nonfiction","3.76","108","2022/03/19"
"628","","The Automatic Millionaire","David Bach","Economics","Finance","Finance","3.94","17075","2022/03/19"
"629","Phaedrus","Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values","Robert M. Pirsig","Philosophy","Fiction","Classics","3.77","215128","2022/03/19"
"630","Ralph S. Mouse","The Mouse and the Motorcycle","Beverly Cleary","Childrens","Fiction","Fantasy","3.95","81519","2022/03/19"
"631","","The Essential Guide to Motorcycle Maintenance","Mark Zimmerman","Sports","Motorcycling","Nonfiction","4.01","155","2022/03/19"
"632","","The Motorcycle Diaries: Notes on a Latin American Journey","Ernesto Che Guevara","Nonfiction","Travel","Biography","3.77","36614","2022/03/19"
"633","","The Complete Idiot's Guide to Motorcycles","Darwin Holmstrom","Nonfiction","Reference","Transport","3.68","141","2022/03/19"
"634","","Motorcycle Owner's Manual","Hugo Wilson","","","","3.8","55","2022/03/19"
"635","","Motorcycle Journeys Through the Southwest","Martin C. Berke","","","","4.33","3","2022/03/19"
"636","","How to Paint Your Motorcycle","JoAnn Bortles","","","","4.0","4","2022/03/19"
"637","","How to Restore Your Motorcycle","Mark Zimmerman","Nonfiction","","","3.57","30","2022/03/19"
"638","","Motorcycle Journeys Through the Appalachians","Dale Coyner","Travel","","","3.79","24","2022/03/19"
"639","","Once Upon a Cool Motorcycle Dude","Kevin O'Malley","Childrens","Picture Books","Childrens","4.07","1867","2022/03/19"
"640","","Life is a Road, the Soul is a Motorcycle","Daniel B. Meyer","","","","3.6","20","2022/03/19"
"641","","Motorcycle Touring: Everything You Need to Know","Gregory W. Frazier","Sports","Motorcycling","Nonfiction","3.46","24","2022/03/19"
"642","","Guidebook to Zen and the Art of Motorcycle Maintenance","Ronald L. DiSanto","Philosophy","Religion","Buddhism","3.74","300","2022/03/19"
"643","","Motorcycle Basics Techbook","John Harold Haynes","Reference","Sports","Motorcycling","3.96","46","2022/03/19"
"644","","How to Ride a Motorcycle: A Rider's Guide to Strategy, Safety, and Skill Development","Pat Hahn","Transport","Motorcycle","","3.62","13","2022/03/19"
"645","","Motorcycle Camping Made Easy","Bob Woofter","Nonfiction","Travel","","3.72","43","2022/03/19"
"646","","Motorcycle Journeys Through New England","Marty Berke","","","","3.88","8","2022/03/19"
"647","","No Logo","Naomi Klein","Nonfiction","Politics","Economics","3.87","29946","2022/03/19"
"648","","Dos Logos","Robert Klanten","Design","Reference","","3.96","117","2022/03/19"
"649","","Logo Design Workbook: A Hands-On Guide to Creating Logos","Sean Adams","Design","Nonfiction","Art","3.89","314","2022/03/19"
