"","20037","","A Guide for Using Brown Bear, Brown Bear, What Do You See? in the Classroom","Mary Bolte","1999","","","","5.0","1","2022/05/10"
"","20038","","Activities for Any Literature Unit Grades 3-5","Patsy Carey","","","","","4.0","3","2022/05/10"
"","20039","","Plants (Hands-On Minds-On Science Series)","Teacher Created Materials","1994","","","","0.0","0","2022/05/10"
"","20040","","A Guide for Using the Hobbit in the Classroom","John Carratello","","","","","2.67","6","2022/05/10"
"","20041","","A Guide for Using My Brother Sam Is Dead in the Classroom","Teacher Created Materials","","","","","3.4","5","2022/05/10"
"","20042","","Writing a State Report","John Carratello","1989","","","","3.5","2","2022/05/10"
"","20043","","Eric Carle","John Carratello","","","","","4.11","9","2022/05/10"
"","20044","","All about Science Fairs","John Carratello","","","","","0.0","0","2022/05/10"
"","20045","","World Religions","Gabriel Arquilevich","","","","","3.8","5","2022/05/10"
"","20046","","Show Me God: What the Message from Space Is Telling Us About God (Wonders That Witness/Fred Heeren, Vol 1)","Fred Heeren","1996","Science","Nonfiction","Religion","4.0","142","2022/05/10"
"","20047","","Unity in Science & Nature","George Smoot","1998","","","","3.0","1","2022/05/10"
"","20048","","An Argument for Mind","Jerome Kagan","2006","Psychology","","","4.11","18","2022/05/10"
"","20049","","Developing Cultures: Essays on Cultural Change","Lawrence E. Harrison","2005","","","","3.6","5","2022/05/10"
"","20050","","A Young Mind in a Growing Brain","Jerome Kagan","2005","","","","0.0","0","2022/05/10"
"","20051","","The Nature of the Child","Jerome Kagan","1984","Psychology","Childrens","","3.46","13","2022/05/10"
"","20052","","Unstable Ideas: Temperament, Cognition, and Self","Jerome Kagan","1989","Psychology","","","4.0","6","2022/05/10"
"","20053","","Surprise, Uncertainty, and Mental Structures","Jerome Kagan","2002","","","","4.0","3","2022/05/10"
"","20054","","Psychology: An Introduction","Jerome Kagan","1972","","","","2.63","8","2022/05/10"
"","20055","","Crazy Woman","Kate Horsley","1992","Historical","Historical Fiction","Fiction","3.44","94","2022/05/10"
"","20056","","A Killing in New Town","Kate Horlsey","","","","","3.36","28","2022/05/10"
"","20057","","Careless Love: Or the Land of Promise","Kate Horsley","","","","","3.88","8","2022/05/10"
"","20058","","The Changeling of Finnistuath: A Novel","Kate Horsley","","Historical","Historical Fiction","Fiction","3.55","417","2022/05/10"
"","20059","","Confessions of a Pagan Nun","Kate Horsley","2001","Historical","Historical Fiction","Fiction","3.88","2545","2022/05/10"
"","20060","","Black Elk in Paris","Kate Horsley","2006","Fiction","Historical","Historical","3.33","99","2022/05/10"
"","20061","","Three Weeks to eBay Profits: Go from Beginner to Successful Seller in Less than a Month","Skip McGrath","","Business","","","3.56","48","2022/05/10"
"","20062","","How to Sell Anything on Yahoo!...and Make a Fortune!: Build and Run a Successful Online Business with Yahoo! Shopping","Skip McGrath","2006","","","","5.0","3","2022/05/10"
"","20063","","20 Questions to Ask Before Selling on eBay","Lissa McGrath","","","","","3.75","4","2022/05/10"
"","20064","","","","","","","","","","2022/05/10"
"","20065","","","","","","","","","","2022/05/10"
"","20066","","","","","","","","","","2022/05/10"
"","20067","","","","","","","","","","2022/05/10"
"","20068","","","","","","","","","","2022/05/10"
"","20069","","Jim Carrey: Fun and Funnier","Nancy E. Krulik","","","","","3.11","9","2022/05/10"
"","20070","","","","","","","","","","2022/05/10"
"","20071","Students Across the Seven Seas","Westminster Abby","Micol Ostow","2005","Young Adult","Travel","Fiction","3.41","1233","2022/05/10"
"","20072","","","","","","","","","","2022/05/10"
"","20073","","If Wishes Were Horses","Anne McCaffrey","1998","Fantasy","Fiction","Young Adult","3.95","1343","2022/05/10"
"","20074","Twins of Petaybee","Changelings","Anne McCaffrey","2005","Science Fiction","Fantasy","Fiction","3.79","2461","2022/05/10"
"","20075","Pern","Dragon's Fire","Anne McCaffrey","2006","Fantasy","Science Fiction","Fantasy","3.99","9500","2022/05/10"
"","20076","Twins of Petaybee","Maelstrom","Anne McCaffrey","2006","Science Fiction","Fantasy","Science Fiction Fantasy","3.9","1418","2022/05/10"
"","20077","","No One Noticed the Cat","Anne McCaffrey","1996","Fantasy","Fiction","Animals","3.98","2853","2022/05/10"
"","20078","","An Exchange of Gifts","Anne McCaffrey","1995","Fantasy","Fiction","Young Adult","4.01","1943","2022/05/10"
"","20079","","The Kilternan Legacy","Anne McCaffrey","1975","Romance","Fiction","Mystery","3.79","294","2022/05/10"
"","20080","Dinosaur Planet","The Mystery of Ireta","Anne McCaffrey","1994","Science Fiction","Fiction","Science Fiction Fantasy","3.95","954","2022/05/10"
"","20081","","The Mark of Merlin","Anne McCaffrey","1971","Romance","Fiction","Fantasy","3.85","410","2022/05/10"
"","20082","Pern","The Renegades of Pern","Anne McCaffrey","1989","Fantasy","Science Fiction","Fantasy","3.89","19184","2022/05/10"
"","20083","","Social Work Skills Workbook","Barry R. Cournoyer","1990","Social Science","Social Work","Textbooks","3.95","98","2022/05/10"
"","20084","","Social Work Processes (with InfoTrac) (Methods / Practice of Social Work: Generalist)","Beulah R. Compton","1998","","","","3.0","7","2022/05/10"
"","20085","","The Social Work Portfolio: Planning, Assessing, and Documenting Lifelong Learning in a Dynamic Profession","Barry R. Cournoyer","","","","","4.6","5","2022/05/10"
"","20086","Star Wars: Jedi Apprentice","The Mark of the Crown","Jude Watson","1999","Media Tie In","Star Wars","Science Fiction","3.75","2705","2022/05/10"
"","20087","","Java Programming 10-Minute Solutions","Mark  Watson","2003","Computer Science","Computers","","3.33","3","2022/05/10"
"","20088","","Royal Families Worldwide","Mark Watson","2004","","","","4.33","3","2022/05/10"
"","20089","","Intelligent Java Applications for the Internet and Intranets [With CDROM]","Mark  Watson","","","","","4.0","2","2022/05/10"
"","20090","","Sea Logistics: Keeping the Navy Ready Aye Ready","Mark W. Watson","2004","","","","0.0","0","2022/05/10"
"","20091","","Did Mohawks Wear Mohawks?: And Other Wonders, Plunders, and Blunders","Bruce Tindall","1991","Nonfiction","Reference","Trivia","3.31","13","2022/05/10"
"","20092","","Portable User Interface Programming in C++","Mark  Watson","","","","","0.0","0","2022/05/10"
"","20093","","C++ Power Paradigms","Mark  Watson","1994","","","","0.0","0","2022/05/10"
"","20094","","Reality Is The Bug That Bit Me In The Galapagos: Trips In The Americas","Charlotte DuCann","1994","Travel","","","3.75","8","2022/05/10"
"","20095","","","","","","","","","","2022/05/10"
"","20096","","Mefisto","John Banville","1986","Fiction","European Literature","Irish Literature","3.69","493","2022/05/10"
"","20097","","The Sea","John Banville","2005","Fiction","Cultural","Ireland","3.53","29338","2022/05/10"
"","20098","Writer and the City","Prague Pictures","John Banville","2003","Travel","Nonfiction","History","3.65","300","2022/05/10"
"","20099","","How eBay® Really Works","Brad Schepp","2006","","","","4.0","5","2022/05/10"
"","20100","","Computer Club!: Includes the Editor, Animated Memory, Strudle, Instant Recall...","Windcrest","","","","","5.0","1","2022/05/10"
"","20101","","Computer Party/Book and Disk","Debra Schepp","1993","","","","5.0","2","2022/05/10"
"","20102","","Mac Party!: Includes Natalia's Dots, Pippinpuss, Inigo Gets Out, Kid Pix, Timmy The...","Windcrest","1993","","","","5.0","1","2022/05/10"
"","20103","","Mac Club!: Includes Memocards Light, Kid Pix, Brickles Plus, Hangman Plus..","Windcrest","1993","","","","5.0","1","2022/05/10"
"","20104","","Kidnet: The Kid's Guide to Surfing Through Cyberspace","Debra Schepp","1995","","","","5.0","2","2022/05/10"
"","20105","","The Telecommuter's Handbook: How to Earn a Living Without Going to the Office","Brad Schepp","","","","","4.0","3","2022/05/10"
"","20106","","TV Wonderland: The Enchantment of Early Television","Brad Schepp","2005","","","","3.89","9","2022/05/10"
"","20107","","This Day We Fight!: Breaking the Bondage of a Passive Spirit","Francis Frangipane","","Christian","Nonfiction","Christian","4.4","196","2022/05/10"
"","20108","","Holiness Truth and Presence of","Francis Frangipane","1986","Christian","Christian","Christian Non Fiction","4.49","479","2022/05/10"
"","20109","","Overcoming the Spirit of Jezebel","Rick Joyner","","","","","4.5","10","2022/05/10"
"","20110","","Jezebel Spirit","Francis Frangipane","1994","Christian","","","4.31","101","2022/05/10"
"","20111","","The Three Battlegrounds: An In-Depth View of the Three Arenas of Spiritual Warfare: The Mind, the Church and the Heavenly Places","Francis Frangipane","1989","Christian","Nonfiction","Religion","4.5","1217","2022/05/10"
"","20112","","The House Of The Lord: God's Plan to Liberate Your City from Darkness","Francis Frangipane","1991","Christian","Religion","Church","4.1","40","2022/05/10"
"","20113","","Christlikeness (In Christ's Image Training)","Francis Frangipane","2004","","","","4.53","19","2022/05/10"
"","20114","","Prevailing Prayer","Francis Frangipane","1995","","","","4.14","14","2022/05/10"
"","20115","","In Christ's Image Training: Prayer","Francis Frangipane","2004","","","","4.36","11","2022/05/10"
"","20116","","Place of Immunity","Francis Frangipane","1994","Religion","Theology","","4.4","25","2022/05/10"
"","20117","","Joy Within","Joan Goldstein","1990","","","","4.2","10","2022/05/10"
"","20118","","Butch/Femme","Manuela Soares","1995","LGBT","Queer","LGBT","3.95","20","2022/05/10"
"","20119","","The Complete Gelatin Cook Book","Manuela Soares","1978","","","","0.0","0","2022/05/10"
"","20120","","Scholastic Bookfiles","Manuela Soares","","","","","3.63","8","2022/05/10"
"","20121","","The Soap Opera Book","Manuela Soares","","","","","3.0","1","2022/05/10"
"","20122","","The Complete Gelatin Cook Book","Manuela Soares","1978","","","","0.0","0","2022/05/10"
"","20123","","One Hand Clapping: Zen Stories for All Ages","Rafe Martin","","Spirituality","Fiction","","4.41","54","2022/05/10"
"","20124","","Os Ovos Misteriosos","Luísa Ducla Soares","1994","Childrens","","","4.2","66","2022/05/10"
"","20125","","Love Will Tear Us Apart","Tara McCarthy","2005","","","","2.96","25","2022/05/10"
"","20126","","Expository Writing: Mini-Lessons * Strategies * Activities","Tara McCarthy","","","","","4.0","4","2022/05/10"
"","20127","","Persuasive Writing: Mini-Lessons, Strategies, Activities","Tara MacCarthy","","","","","3.2","5","2022/05/10"
"","20128","","Big Night Out: An Adventure Where You Decide the Outcome","Tara McCarthy","","Games","Gamebooks","Womens Fiction","2.81","42","2022/05/10"
"","20129","","Science & Stories: Integrating Science and Literature, Grades K-3","Hilarie N. Staton","1994","","","","0.0","0","2022/05/10"
"","20130","","Descriptive Writing Mini-lessons, Strategies, Activities","Tara McCarthy","","","","","3.25","4","2022/05/10"
"","20131","","Narrative Writing: Mini-Lessons * Strategies * Activities","Tara MacCarthy","","","","","2.5","4","2022/05/10"
"","20132","","","","","","","","","","2022/05/10"
"","20133","","The Middle Ages: Stories, Activities, and Reproducibles to Connect Reading and Writing to Social...","Tara McCarthy","","","","","0.0","0","2022/05/10"
"","20134","","Charlotte's Webb: L-I-T Guide","Charlotte S. Jaffe","","","","","4.11","129","2022/05/10"
"","20135","","Roll of Thunder, Hear My Cry : L-I-T Guide (L-I-T Guides : Literature in Teaching Series)","Charlotte S. Jaffe","1991","","","","5.0","3","2022/05/10"
"","20136","","Thinkathon II","Charlotte S. Jaffe","","","","","0.0","0","2022/05/10"
"","20137","","Midwife's Apprentice: L-I-T Guide","Charlotte S. Jaffe","","","","","2.0","1","2022/05/10"
"","20138","","Johnny Tremain: L-I-T Guide","Charlotte S. Jaffe","","","","","3.5","2","2022/05/10"
"","20139","","Dear Mr. Henshaw: L-I-T Guide","Charlotte S. Jaffe","","","","","0.0","0","2022/05/10"
"","20140","","Bridge to Terabithia: L-I-T Guide","Charlotte S. Jaffe","","Young Adult","Classics","","3.94","189","2022/05/10"
"","20141","","Shiloh: L-I-T Guide","Charlotte S. Jaffe","","","","","0.0","0","2022/05/10"
"","20142","","Sounder: L-I-T Guide","Charlotte S. Jaffe","","","","","0.0","0","2022/05/10"
"","20143","","To Kill a Mockingbird - Teacher Guide by Novel Units, Inc.","Novel Units, Inc.","2000","","","","4.25","4","2022/05/10"
"","20144","","Student Guide: Ramona Quimby, Age 8","Novel Units, Inc.","","","","","4.17","12","2022/05/10"
"","20145","","","","","","","","","","2022/05/10"
"","20146","","Macbeth - Teacher Guide","Novel Units, Inc.","2000","","","","4.4","5","2022/05/10"
"","20147","","","","","","","","","","2022/05/10"
"","20148","","The Crucible, By Arthur Miller: Teacher Guide","Novel Units, Inc.","","","","","4.0","1","2022/05/10"
"","20149","","","","","","","","","","2022/05/10"
"","20150","","The Odyssey By Homer: Teacher Guide","Novel Units, Inc.","","","","","0.0","0","2022/05/10"
"","20151","","Oedipus The King By Sophocles: Teacher Guide","Novel Units, Inc.","1998","","","","3.0","1","2022/05/10"
"","20152","","A Day No Pigs Would Die - Student Packet","Novel Units, Inc.","","","","","0.0","0","2022/05/10"
"","20153","","McDougal Littell Middle School Math, Course 3: Student Edition (C) 2005 2005","McDougal Littell","2003","","","","0.0","0","2022/05/10"
"","20154","","McDougal Littell Middle School Math, Course 2: Student Edition (C) 2005 2005","McDougal Littell","2003","","","","1.0","1","2022/05/10"
"","20155","","","","","","","","","","2022/05/10"
"","20156","","McDougal Littell Algebra 1: Standardized Test Practice Workbook Teacher's Edition","Ron Larson","2001","","","","0.0","0","2022/05/10"
"","20157","","McDougal Littell Science: Student Edition Grade 6 Earth Science 2006","McDougal Littell","","","","","2.0","3","2022/05/10"
"","20158","","Algebra 1","Ron Larson","1993","Textbooks","Reference","","3.63","67","2022/05/10"
"","20159","","Mc Dougal Littell Math.","Ron Larson","2006","","","","2.86","7","2022/05/10"
"","20160","","Daisy Bates in the Desert","Julia Blackburn","1994","Biography","Cultural","Australia","3.53","174","2022/05/10"
"","20161","","Long Shadow of Little Rock (C)","Daisy Bates","1987","History","Nonfiction","Biography","4.19","227","2022/05/10"
"","20162","","Down the Hole Up the Tree Across the Sandhills...: ...Running from the State and Daisy Bates","Edna Tantjingu Williams","","","","","4.88","8","2022/05/10"
"","20163","","Tales Told To Kabbarli: Aboriginal Legends Collected By Daisy Bates.","Barbara Ker Wilson","","","","","3.63","8","2022/05/10"
"","20164","Margaret Walker Alexander Series in African American Studies","Daisy Bates: Civil Rights Crusader from Arkansas","Grif Stockley","","History","Biography","Race","3.67","12","2022/05/10"
"","20165","","Kabbarli: A Personal Memoir of Daisy Bates","Ernestine Hill","","","","","3.33","3","2022/05/10"
"","20166","","Daisy Bates: Civil Rights Crusader","Darin David Barney","2003","","","","3.5","2","2022/05/10"
"","20167","","Daisy Bates: The Great White Queen of the Never Never","Elizabeth  Salter","","","","","4.0","4","2022/05/10"
"","20168","","Rori: My Miracle, My Angel: A Courageous Story of Love and Healing","Kendall Christensen","","","","","3.5","4","2022/05/10"
"","20169","","Ride the Laughing Wind","Blaine M. Yorgason","1984","Historical","Historical Fiction","Lds","4.29","140","2022/05/10"
"","20170","","The Miracle","Blaine M. Yorgason","1983","Fiction","Christianity","Lds","3.64","56","2022/05/10"
"","20171","","Sacred Intimacy","Brenton G. Yorgason","1989","Religion","Nonfiction","","3.93","44","2022/05/10"
"","20172","","The Wings of Words: Writing and Publishing a Book Made Easy","Brenton G. Yorgason","","","","","0.0","0","2022/05/10"
"","20173","","The Story of Ira A. Fulton","Brenton G. Yorgason","","","","","3.33","3","2022/05/10"
"","20174","","The Loftier Way: Tales from the Ancient American Frontier","Blaine M. Yorgason","1985","","","","3.78","9","2022/05/10"
"","20175","","Grandma's Apple Tree: A Personal Reflection On Death And Hope","Brenton G. Yorgason","","","","","3.0","1","2022/05/10"
"","20176","","Restoring Righteous Paths: The Kirk And Paula Loynd Wilson Story","Brenton G. Yorgason","","","","","0.0","0","2022/05/10"
"","20177","","Amazing Grace: The Tender Mercies of the Lord","Donald P. Mangum","1996","","","","4.0","17","2022/05/10"
"","20178","","Glimpses of Paradise","James Scott Bell","2005","Historical","Historical Fiction","Christian Fiction","3.97","476","2022/05/10"
"","20179","The Trials of Kit Shannon","A Higher Justice","James Scott Bell","","Christian Fiction","Historical","Historical Fiction","4.35","353","2022/05/10"
"","20180","","Presumed Guilty","James Scott Bell","","Christian Fiction","Fiction","Christian","4.03","874","2022/05/10"
"","20181","Write Great Fiction","Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish","James Scott Bell","2004","Language","Writing","Nonfiction","4.1","5540","2022/05/10"
"","20182","","Deadlock","James Scott Bell","2002","Christian Fiction","Mystery","Fiction","4.0","480","2022/05/10"
"","20183","","Breach of Promise","James Scott Bell","2004","Christian Fiction","Fiction","Christian","4.02","429","2022/05/10"
"","20184","","Sins of the Fathers","James Scott Bell","","Christian Fiction","Fiction","Mystery","3.87","580","2022/05/10"
"","20185","","The Darwin Conspiracy","James Scott Bell","1995","Fiction","Christian","Mystery","3.61","76","2022/05/10"
"","20186","The Institution for Social and Policy Studies","Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed","James C. Scott","","Politics","Nonfiction","History","4.21","4188","2022/05/10"
"","20187","","Domination and the Arts of Resistance: Hidden Transcripts","James C. Scott","1990","Politics","History","Anthropology","4.26","588","2022/05/10"
"","20188","","","","","","","","","","2022/05/10"
"","20189","","Construction Guide for Soils and Foundations","Richard G. Ahlvin","1988","","","","0.0","0","2022/05/10"
"","20190","","Science Rules: A Historical Introduction to Scientific Methods","Peter Achinstein","","Science","Philosophy","","4.0","8","2022/05/10"
"","20191","","Concepts of Science: A Philosophical Analysis","Peter Achinstein","1968","","","","0.0","0","2022/05/10"
"","20192","","The Nature of Explanation","Peter Achinstein","1983","","","","2.0","1","2022/05/10"
"","20193","","Particles and Waves: Historical Essays in the Philosophy of Science","Peter Achinstein","1990","Philosophy","","","0.0","0","2022/05/10"
"","20194","","Observation, Experiment, and Hypothesis in Modern Physical Science","Peter Achinstein","1985","","","","0.0","0","2022/05/10"
"","20195","","Law And Explanation:An Essay In The Philosophy Of Science.","Peter Achinstein","","","","","0.0","0","2022/05/10"
"","20196","","Kelvin's Baltimore Lectures and Modern Theoretical Physics: Historical and Philosophical Perspectives","William   Thomson","","","","","0.0","0","2022/05/10"
"","20197","","Scientific Methods: Conceptual and Historical Problems","Peter Achinstein","","","","","5.0","1","2022/05/10"
"","20198","","The Legacy of Logical Positivism in the Philosophy of Science","Peter Achinstein","1969","","","","0.0","0","2022/05/10"
"","20199","","E. Nesbit's Psammead Trilogy: A Children's Classic at 100","Raymond E. Jones","","Fantasy","","","4.45","20","2022/05/10"
"","20200","","Canadian Children's Books: A Critical Guide to Authors and Illustrators","Raymond E. Jones","","","","","4.0","1","2022/05/10"
"","20201","","A World of Stories: Traditional Tales for Children","Raymond E. Jones","","Anthologies","","","4.33","6","2022/05/10"
"","20202","","The Harbrace Anthology of Drama","Jon C. Stott","","","","","3.0","1","2022/05/10"
"","20203","","Canadian Books for Children: A Guide to Authors & Illustrators","Jon C. Stott","","","","","0.0","0","2022/05/10"
"","20204","","","","","","","","","","2022/05/10"
"","20205","","The Harbrace Anthology Of Poetry","Jon C. Stott","1998","Poetry","Nonfiction","Anthologies","3.87","31","2022/05/10"
"","20206","","The Harbrace Anthology of Literature","Jon C. Stott","1994","Anthologies","","","3.75","12","2022/05/10"
"","20207","","Sacred Bonds of Solidarity: The Rise of Jewish Internationalism in Nineteenth-Century France","Lisa Moses Leff","2006","History","","","5.0","1","2022/05/10"
"","20208","","Harnessing the Holocaust: The Politics of Memory in France","Joan B. Wolf","","History","","","4.2","5","2022/05/10"
"","20209","","Mary, the mother of Jesus","Frances Stanford","","","","","0.0","0","2022/05/10"
"","20210","","France Trip Planner & Guide","Emma Stanford","","","","","5.0","1","2022/05/10"
"","20211","","France: The Versatile Guide","Emma Stanford","1994","","","","0.0","0","2022/05/10"
"","20212","","France (Independent Traveller's Guides)","Emma Stanford","1997","","","","0.0","0","2022/05/10"
"","20213","","Reading Arthur's Chapter Books By Marc Brown","Frances Stanford","","","","","5.0","2","2022/05/10"
"","20214","","Philip's Road Maps   France & Belgium.","Stanford Maritime Ltd","","","","","0.0","0","2022/05/10"
"","20215","","Essential Practice of Surgery: Basic Science and Clinical Evidence","Jeffrey A. Norton","2002","","","","3.0","2","2022/05/10"
"","20216","","Colloquial Sinhalese Language Course","Jeffrey Norton Publishers","","","","","5.0","1","2022/05/10"
"","20217","","French Sons Tears","Jeffrey Norton Publishers","","","","","0.0","0","2022/05/10"
"","20218","","Deal Me in","Margie Golick","","","","","4.0","4","2022/05/10"
"","20219","","Keats's Poetry and Prose","John Keats","1819","Poetry","Classics","Literature","4.29","361","2022/05/10"
"","20220","","Teaching with the Norton Anthology of Poetry: A Guide for Instructors","Mark Jeffreys","","","","","0.0","0","2022/05/10"
"","20221","","Film Analysis: A Norton Reader","Jeffrey Geiger","","Culture","Film","Nonfiction","3.76","50","2022/05/10"
"","20222","","Starting an eBay Business for Canadians for Dummies","Marsha Collier","2007","","","","1.5","4","2022/05/10"
"","20223","","eBay.co.uk for Dummies, UK edition","Jane Hoskyn","","","","","4.08","12","2022/05/10"
"","20224","","Ebay-Schnappchen Fur Dummies","Marsha Collier","2003","","","","3.75","8","2022/05/10"
"","20225","","Starting a Business on Ebay.Co.UK for Dummies","Dan Matthews","2006","","","","3.18","11","2022/05/10"
"","20226","","Mein E Bay Shop Für Dummies: [Tipps Und Tricks, Wie Sie Ihre Käufer Besser Erreichen; Optimale E Bay Tools Für Verkaufer; Mit E Bay Richtig Geld Verdienen]","Marsha Collier","1999","Reference","Nonfiction","Business","3.5","231","2022/05/10"
"","20227","","EBay Tips For Dummies","Marsha Collier","","","","","0.0","0","2022/05/10"
"","20228","","The Internet Gigabook for Dummies [With Stickers]","Mark L. Chambers","","","","","4.33","6","2022/05/10"
"","20229","","Ruby Ann's Down Home Trailer Park Guide To Livin' Real Good","Ruby Ann Boxcar","","","","","4.13","15","2022/05/10"
"","20230","","Move Over, Santa Ruby's Doin' Christmas!","Ruby Ann Boxcar","2004","","","","3.64","11","2022/05/10"
"","20231","","Dear Ruby Ann: Down Home Advice About Lovin', Livin', and the Whole Shebang","Ruby Ann Boxcar","","","","","3.89","9","2022/05/10"
"","20232","","Donna Sue's Down Home Trailer Park Bartender's Guide","Donna Sue Boxcar","","","","","3.75","4","2022/05/10"
"","20233","Inspector Ian Rutledge","A False Mirror","Charles Todd","","Mystery","Historical","Historical Fiction","4.05","4306","2022/05/10"
"","20234","Inspector Ian Rutledge","Wings of Fire","Charles Todd","1998","Mystery","Historical","Historical Fiction","4.01","8419","2022/05/10"
"","20235","Inspector Ian Rutledge","A Cold Treachery","Charles Todd","2005","Mystery","Historical","Historical Fiction","4.18","5089","2022/05/10"
"","20236","","The Murder Stone","Charles Todd","2003","Mystery","Historical","Historical Fiction","3.82","2595","2022/05/10"
"","20237","Inspector Ian Rutledge","Legacy of the Dead","Charles Todd","2000","Mystery","Historical","Historical Fiction","4.15","6166","2022/05/10"
"","20238","Inspector Ian Rutledge","A Fearsome Doubt","Charles Todd","2002","Mystery","Historical","Historical Fiction","4.02","5480","2022/05/10"
"","20239","Inspector Ian Rutledge","Watchers of Time","Charles Todd","2001","Mystery","Historical","Historical Fiction","3.98","5948","2022/05/10"
"","20240","Inspector Ian Rutledge","Search the Dark","Charles Todd","1999","Mystery","Historical","Historical Fiction","4.02","6152","2022/05/10"
"","20241","","Bill Bryson's African Diary","Bill Bryson","2002","Travel","Nonfiction","Cultural","3.46","9209","2022/05/10"
"","20242","","The Glory of God's Love","Harold Chris Smith","","","","","0.0","0","2022/05/10"
"","20243","","Teaching Gifted and Talented Pupils in the Primary School: A Practical Guide","Chris       Smith","2005","","","","3.0","1","2022/05/10"
"","20244","","The Splendor of God's Word!!!","Harold Chris Smith","","","","","5.0","1","2022/05/10"
"","20245","","Global Japanization?: The Transnational Transformation of the Labour Process","Tony Elger","1994","","","","0.0","0","2022/05/10"
"","20246","","The Sporting Decade: 1980s","Chris Dighton","","","","","0.0","0","2022/05/10"
