"","8064","","Two Families Of Clarks!","Margery A. Kapas","","","","","0.0","0","2022/03/28"
"","8065","Cloudy with a Chance of Meatballs","Cloudy with a Chance of Meatballs","Judi Barrett","1978","Childrens","Picture Books","Childrens","4.17","135700","2022/03/28"
"","8066","Cloudy with a Chance of Meatballs","Pickles To Pittsburg: The Sequel To Cloudy With A Chance Of Meatballs","Judi Barrett","1997","Childrens","Picture Books","Childrens","3.7","1463","2022/03/28"
"","8067","Cloudy with a Chance of Meatballs","Cloudy with a Chance of Meatballs","Judi Barrett","1978","Childrens","Picture Books","Childrens","4.17","135700","2022/03/28"
"","8068","Cloudy with a Chance of Meatballs","Cloudy with a Chance of Meatballs","Judi Barrett","1978","Childrens","Picture Books","Childrens","4.17","135700","2022/03/28"
"","8069","Cloudy with a Chance of Meatballs","Pickles To Pittsburgh","Judi Barrett","1997","Childrens","Picture Books","Childrens","3.7","1463","2022/03/28"
"","8070","","Animals Should Definitely Not Act Like People [With Cassette]","Judi Barrett","1980","Childrens","Picture Books","Animals","3.45","175","2022/03/28"
"","8071","","Old MacDonald Had an Apartment House","Judi Barrett","1969","Childrens","Picture Books","Childrens","4.04","104","2022/03/28"
"","8072","","Which Witch is Which?","Judi Barrett","","Childrens","Picture Books","Holiday","3.64","128","2022/03/28"
"","8073","Cloudy with a Chance of Meatballs","Cloudy With a Chance of Meatballs","Judi Barrett","1978","Childrens","Picture Books","Childrens","4.17","135700","2022/03/28"
"","8074","","The Wind Thief","Judi Barrett","","Childrens","Picture Books","","4.0","6","2022/03/28"
"","8075","","Benjamin's 365 Birthdays","Judi Barrett","1974","Childrens","Picture Books","","3.77","35","2022/03/28"
"","8076","","An Apple A Day","Judi Barrett","","","","","0.0","0","2022/03/28"
"","8077","","Animales No Se Visten, Los (Animals Should Definitely Not Wear Clothing) with CD","Judi Barrett","1970","Childrens","Picture Books","Childrens","4.1","3565","2022/03/28"
"","8078","","","","","","","","","","2022/03/28"
"","8079","","","","","","","","","","2022/03/28"
"","8080","","Mystic Masters","Allen Varney","1990","","","","3.0","4","2022/03/28"
"","8081","","St. Maximilian Kolbe: The Story of the Two Crowns (Christian Hero Series)","Claire Jordan Mohan","","","","","4.5","2","2022/03/28"
"","8082","","Hero System Rulesbook (Universal Role Playing, Stock No. 500)","Steven S. Long","1990","Games","Role Playing Games","Games","3.15","20","2022/03/28"
"","8083","","Classic Enemies","Scott Bennie","1990","","","","3.56","9","2022/03/28"
"","8084","Folktales","Beauty","Robin McKinley","1978","Fantasy","Young Adult","Romance","4.05","76886","2022/03/28"
"","8085","Tales of Elemental Spirits","Water","Robin McKinley","2002","Fantasy","Short Stories","Young Adult","3.66","2957","2022/03/28"
"","8086","","A Robin McKinley Collection: Spindle's End, The Hero and the Crown and The Blue Sword (Folktales #1-3)","Robin McKinley","","Fantasy","Young Adult","Fantasy","4.41","571","2022/03/28"
"","8087","","Deerskin","Robin McKinley","1993","Fantasy","Fantasy","Fairy Tales","3.91","21563","2022/03/28"
"","8088","","Sunshine","Robin McKinley","2003","Paranormal","Vampires","Fantasy","3.84","40515","2022/03/28"
"","8089","Folktales","Rose Daughter","Robin McKinley","1997","Fantasy","Fantasy","Fairy Tales","3.78","19629","2022/03/28"
"","8090","Damar","A Knot in the Grain and Other Stories","Robin McKinley","1994","Fantasy","Short Stories","Young Adult","3.78","5016","2022/03/28"
"","8091","","The Door in the Hedge","Robin McKinley","1981","Fantasy","Young Adult","Short Stories","3.69","9360","2022/03/28"
"","8092","Damar","The Blue Sword","Robin McKinley","1982","Fantasy","Young Adult","Fiction","4.2","59555","2022/03/28"
"","8093","Damar","The Stone Fey","Robin McKinley","","Fantasy","Young Adult","Fiction","3.38","1072","2022/03/28"
"","8094","Munch Bunch","Pippa Pear","Giles Reed","","","","","4.2","10","2022/03/28"
"","8095","Munch Bunch","Bounce","Giles Reed","","","","","4.58","12","2022/03/28"
"","8096","Munch Bunch","Zack Zucchini","Giles Reed","","","","","4.67","6","2022/03/28"
"","8097","Munch Bunch","The Banana Bunch","Giles Reed","1979","Childrens","","","4.28","18","2022/03/28"
"","8098","Munch Bunch","Button and Tiny","Giles Reed","1979","","","","4.36","11","2022/03/28"
"","8099","Munch Bunch","Professor Peabody","Giles Reed","1981","","","","4.63","19","2022/03/28"
"","8100","Munch Bunch","Adam Avocado","Giles Reed","","","","","4.67","6","2022/03/28"
"","8101","Munch Bunch","Runner Bean","Giles Reed","1981","","","","4.63","8","2022/03/28"
"","8102","Munch Bunch","Learn The Alphabet With The Munch Bunch","Giles Reed","","","","","4.67","3","2022/03/28"
"","8103","Munch Bunch","Learn to Count with the Munch Bunch","Giles Reed","","","","","5.0","2","2022/03/28"
"","8104","Munch Bunch","Corny-on-the-Cob","Giles Reed","1981","","","","4.67","12","2022/03/28"
"","8105","Munch Bunch","Suzie Celery","Giles Reed","","","","","4.27","11","2022/03/28"
"","8106","Munch Bunch","Dick Turnip","Giles Reed","1981","","","","4.33","3","2022/03/28"
"","8107","Munch Bunch","Learn Shapes and Colors with the Munch Bunch","Giles Reed","1981","","","","5.0","3","2022/03/28"
"","8108","Munch Bunch","Nurse Plum","Giles Reed","","","","","5.0","4","2022/03/28"
"","8109","Munch Bunch","The Munch Bunch Go Camping","Giles Reed","","","","","4.6","5","2022/03/28"
"","8110","Munch Bunch","Wally Walnut","Giles Reed","","","","","5.0","5","2022/03/28"
"","8111","Munch Bunch","Rory Rhubarb","Giles Reed","","","","","4.86","7","2022/03/28"
"","8112","Munch Bunch","Learn The Days Of The Week, Months, Seasons With The Munch Bunch","Giles Reed","","","","","5.0","4","2022/03/28"
"","8113","Munch Bunch","Rozzy Raspberry","Giles Reed","","","","","3.43","7","2022/03/28"
"","8114","Munch Bunch","Penny Parsnip","Giles Reed","1981","","","","4.33","6","2022/03/28"
"","8115","Munch Bunch","The Munch Bunch at the Seaside","Giles Reed","","","","","5.0","5","2022/03/28"
"","8116","Munch Bunch","Learn to Tell the Time with the Munch Bunch","Giles Reed","1981","","","","4.5","2","2022/03/28"
"","8117","Munch Bunch","The Munch Bunch Have a Party","Giles Reed","","","","","5.0","3","2022/03/28"
"","8118","Munch Bunch","The Munch Bunch Welcomes New Friends","Giles Reed","","","","","5.0","1","2022/03/28"
"","8119","Munch Bunch","Learn Opposites with the Munch Bunch","Giles Reed","","","","","4.33","3","2022/03/28"
"","8120","Munch Bunch","Chunky Pineapple","Giles Reed","1981","","","","4.22","23","2022/03/28"
"","8121","Munch Bunch","Eddie Eggplant","Giles Reed","","","","","4.75","4","2022/03/28"
"","8122","Munch Bunch","Learn to tell the time with the Munch Bunch","Giles Reed","","","","","4.5","2","2022/03/28"
"","8123","Munch Bunch","Corky Coconut","Giles Reed","","","","","4.43","7","2022/03/28"
"","8124","Munch Bunch","Peanut","Giles Reed","1980","","","","4.56","9","2022/03/28"
"","8125","Munch Bunch","Meet the Munch Bunch","Giles Reed","","","","","4.29","14","2022/03/28"
"","8126","","Does your lunch pack punch?: A cookbook for the crunch & munch bunch","Robin Toth","1983","","","","4.5","2","2022/03/28"
"","8127","Anne of Green Gables","Anne of Green Gables","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.28","843065","2022/03/28"
"","8128","Anne of Green Gables","Anne of Green Gables Boxed Set","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.48","4379","2022/03/28"
"","8129","","L.M. Montgomery's Anne of Green Gables","Jennifer Dussling","","Classics","Young Adult","Childrens","4.58","9325","2022/03/28"
"","8130","Anne of Green Gables","Anne of Green Gables","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.28","843065","2022/03/28"
"","8131","Anne of Green Gables","Anne of Green Gables","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.28","843065","2022/03/28"
"","8132","","Anne of Green Gables","Paul McCusker","","Classics","Fiction","Christian","4.43","126","2022/03/28"
"","8133","Anne of Green Gables","The Annotated Anne of Green Gables","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.28","843065","2022/03/28"
"","8134","Anne of Green Gables","Anne of Green Gables","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.28","843065","2022/03/28"
"","8135","","Anne of Green Gables My First Classics","Laura F. Marsh","","","","","4.33","18","2022/03/28"
"","8136","","A Tangled Web","L.M. Montgomery","1931","Classics","Fiction","Young Adult","3.87","4722","2022/03/28"
"","8137","Anne of Green Gables","The Road to Yesterday","L.M. Montgomery","1974","Classics","Fiction","Young Adult","3.83","3603","2022/03/28"
"","8138","","The Green Gables Letters: From L. M. Montgomery to Ephraim Weber, 1905-1909","L.M. Montgomery","1981","Nonfiction","","","4.22","50","2022/03/28"
"","8139","Anne of Green Gables","Anne of Avonlea","L.M. Montgomery","1909","Classics","Fiction","Young Adult","4.21","169606","2022/03/28"
"","8140","Anne of Green Gables","Anne of Avonlea","L.M. Montgomery","1909","Classics","Fiction","Young Adult","4.21","169606","2022/03/28"
"","8141","Anne of Green Gables","Anne of Avonlea","L.M. Montgomery","1909","Classics","Fiction","Young Adult","4.21","169606","2022/03/28"
"","8142","Anne of Green Gables","Anne of Avonlea","L.M. Montgomery","1909","Classics","Fiction","Young Adult","4.21","169606","2022/03/28"
"","8143","Anne of Green Gables","Anne of Avonlea","L.M. Montgomery","1909","Classics","Fiction","Young Adult","4.21","169606","2022/03/28"
"","8144","Anne of Green Gables","Anne of Green Gables / Anne of Avonlea","L.M. Montgomery","1908","Classics","Fiction","Young Adult","4.24","4218","2022/03/28"
"","8145","Anne of Green Gables","Anne of Avonlea","L.M. Montgomery","1909","Classics","Fiction","Young Adult","4.21","169606","2022/03/28"
"","8146","","The Stories of Vladimir Nabokov","Vladimir Nabokov","1995","Short Stories","Fiction","Cultural","4.3","7108","2022/03/28"
"","8147","","The Gift","Vladimir Nabokov","1937","Fiction","Cultural","Russia","4.01","3681","2022/03/28"
"","8148","","Lectures on Literature","Vladimir Nabokov","1980","Nonfiction","Criticism","Literary Criticism","4.33","2157","2022/03/28"
"","8149","","Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak, Memory","Vladimir Nabokov","","Fiction","Literature","Literature","4.29","127","2022/03/28"
"","8150","Vladimir Nabokov","Vladimir Nabokov: The American Years","Brian Boyd","1991","Biography","Nonfiction","Cultural","4.33","299","2022/03/28"
"","8151","","Laughter in the Dark","Vladimir Nabokov","1932","Fiction","Classics","Cultural","3.99","14900","2022/03/28"
"","8152","Vladimir Nabokov","Vladimir Nabokov: The Russian Years","Brian Boyd","1990","Biography","Nonfiction","Cultural","4.33","512","2022/03/28"
"","8153","","The Luzhin Defense","Vladimir Nabokov","1929","Fiction","Cultural","Russia","3.96","11346","2022/03/28"
"","8154","","King, Queen, Knave","Vladimir Nabokov","1928","Fiction","Cultural","Russia","3.82","4657","2022/03/28"
"","8155","Emma Harte Saga","A Woman of Substance","Barbara Taylor Bradford","1979","Fiction","Romance","Historical","4.19","38560","2022/03/28"
"","8156","","The Woman of Substance: The Secret Life That Inspired the Renowned Storyteller Barbara Taylor Bradford","Piers Dudgeon","2005","","","","4.15","88","2022/03/28"
"","8157","Emma Harte Saga","A Woman of Substance","Barbara Taylor Bradford","","Fiction","Romance","Historical","4.19","38560","2022/03/28"
"","8158","","Wisdom as a Woman of Substance","Christine Elizabeth Yoder","2001","","","","2.0","2","2022/03/28"
"","8159","Emma Harte Saga","A Woman Of Substance: The Trilogy","Barbara Taylor Bradford","1990","","","","4.55","122","2022/03/28"
"","8160","","Woman of Substance: Profiles of Asian Women in the UK","Pushpinder Chowdhry","1997","","","","0.0","0","2022/03/28"
"","8161","","""Woman Of Color/Woman Of Substance""","Lorena E.M. Thompson","","","","","1.0","1","2022/03/28"
"","8162","Ravenscar","The Ravenscar Dynasty","Barbara Taylor Bradford","2006","Fiction","Romance","Historical","3.66","1862","2022/03/28"
"","8163","Emma Harte Saga","Hold the Dream","Barbara Taylor Bradford","1985","Fiction","Romance","Historical","4.14","5716","2022/03/28"
"","8164","Emma Harte Saga","To Be the Best","Barbara Taylor Bradford","1988","Fiction","Romance","Historical","4.08","5349","2022/03/28"
"","8165","","Love in Another Town","Barbara Taylor Bradford","1995","Romance","Fiction","Novels","3.4","1272","2022/03/28"
"","8166","","Angel","Barbara Taylor Bradford","1993","Romance","Fiction","Womens Fiction","3.67","1153","2022/03/28"
"","8167","","Act of Will","Barbara Taylor Bradford","1986","Fiction","Romance","Drama","3.9","1740","2022/03/28"
"","8168","","Voice of the Heart","Barbara Taylor Bradford","1983","Romance","Fiction","Womens Fiction","4.0","1697","2022/03/28"
"","8169","","Organic Housekeeping: In Which the Nontoxic Avenger Shows You How to Improve Your Health and That of Your Family, While You Save Time, Money, And, Perhaps, Your Sanity","Ellen Sandbeck","2006","Nonfiction","Health","Reference","3.98","758","2022/03/28"
"","8170","","Good Housekeeping Organic Handbook: The Full Facts Without The Fuss + Practical Advice And Recipes.","Claire Younger","","","","","2.0","1","2022/03/28"
"","8171","","Slug Bread and Beheaded Thistles: Amusing & Useful Techniques for Nontoxic Housekeeping and Gardening","Ellen Sandbeck","1995","Horticulture","Gardening","Nonfiction","3.78","65","2022/03/28"
"","8172","Superman: Birthright","Superman: Birthright","Mark Waid","2003","Sequential Art","Comics","Sequential Art","4.14","10824","2022/03/28"
"","8173","","Birthright: The Guide to Search and Reunion for Adoptees, Birthparents,and Adoptive...","Jean A.S. Strauss","","Parenting","Adoption","Nonfiction","4.17","65","2022/03/28"
"","8174","Dark Birthright","Dark Birthright","Jeanne Treat","","Historical","Historical Fiction","Fantasy","3.63","171","2022/03/28"
"","8175","","Birthright: Christian, Do You Know Who You Are?","David C. Needham","1979","Christian","Christian Living","Religion","4.26","88","2022/03/28"
"","8176","Song of Acadia","The Birthright","Janette Oke","2000","Christian Fiction","Historical","Historical Fiction","4.18","2594","2022/03/28"
"","8177","","Health Is Your Birthright: How to Create the Health You Deserve","Ellen Tart-Jensen","","","","","3.67","9","2022/03/28"
"","8178","Diablo: The Sin War","Birthright","Richard A. Knaak","2006","Fantasy","Fiction","Horror","3.74","1570","2022/03/28"
"","8179","","Judah's Sceptre and Joseph's Birthright","J.H.  Allen","","","","","4.28","25","2022/03/28"
"","8180","","Birthright: Murder, Greed, and Power in the U-Haul Family Dynasty","Ronald J. Watkins","","","","","3.47","17","2022/03/28"
"","8181","","Question of Proof","Joseph Amiel","1993","Fiction","","","3.67","101","2022/03/28"
"","8182","","Hawks","Joseph Amiel","1979","","","","3.96","24","2022/03/28"
"","8183","","Birthright","Joseph Amiel","1980","Fiction","","","3.8","94","2022/03/28"
"","8184","","Hija De Banqueros","Joseph Amiel","","Fiction","","","3.8","94","2022/03/28"
"","8185","","Deeds","Joseph Amiel","1988","Fiction","","","3.6","43","2022/03/28"
"","8186","","Star Time","Joseph Amiel","1991","","","","3.75","12","2022/03/28"
"","8187","","Deeds","Joseph Amiel","1988","Fiction","","","3.6","43","2022/03/28"
"","8188","","Birthright","Joseph Amiel","1980","Fiction","","","3.8","94","2022/03/28"
"","8189","","Rivales Del Poder","Joseph Amiel","1991","","","","3.75","12","2022/03/28"
"","8190","God in Three Classic Scriptures","Christ: A Crisis In The Life Of God","Jack Miles","2001","Religion","Nonfiction","Religion","3.93","364","2022/03/28"
"","8191","God in Three Classic Scriptures","God: A Biography","Jack Miles","1995","Religion","Nonfiction","Biography","3.92","2379","2022/03/28"
"","8192","Amazing Stories","Amazing Stories, October 1961","Cele Goldsmith","","","","","4.0","6","2022/03/28"
"","8193","","Stations of the Cross","Lisa Ruyter","2003","","","","2.0","1","2022/03/28"
"","8194","","Lexigrow: A New and Easy Gardening Concept","Jack Miles Langston","1982","","","","0.0","0","2022/03/28"
"","8195","God in Three Classic Scriptures","Gott. Eine Biographie","Jack Miles","1995","Religion","Nonfiction","Biography","3.92","2379","2022/03/28"
"","8196","","Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder","William  Anderson","","Nonfiction","Biography","History","4.31","841","2022/03/28"
"","8197","Writings to Young Women from Laura Ingalls Wilder","Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues","Laura Ingalls Wilder","","Nonfiction","Childrens","Classics","4.0","135","2022/03/28"
"","8198","Missouri Biography","Becoming Laura Ingalls Wilder: The Woman behind the Legend","John E. Miller","1998","Biography","Nonfiction","History","4.04","1142","2022/03/28"
"","8199","Writings to Young Women from Laura Ingalls Wilder","Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman","Laura Ingalls Wilder","","Nonfiction","Historical","","3.93","120","2022/03/28"
"","8200","Little House","A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America","Laura Ingalls Wilder","1931","Nonfiction","History","Historical","4.11","835","2022/03/28"
"","8201","","The Early Years Collection (Little House, #1, 3-6)","Laura Ingalls Wilder","","Childrens","Childrens","Young Readers","4.32","460","2022/03/28"
"","8202","","Laura Ingalls Wilder: A Biography","William  Anderson","1992","Biography","Nonfiction","History","4.21","4512","2022/03/28"
"","8203","Little House","West from Home: Letters of Laura Ingalls Wilder, San Francisco, 1915","Laura Ingalls Wilder","1974","Nonfiction","Classics","History","3.85","4433","2022/03/28"
"","8204","","The Laura Ingalls Wilder Country Cookbook","Laura Ingalls Wilder","1900","Food and Drink","Cookbooks","Nonfiction","4.12","284","2022/03/28"
"","8205","Writings to Young Women from Laura Ingalls Wilder","Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family, Friends, and Neighbors","Laura Ingalls Wilder","","Nonfiction","Autobiography","Memoir","4.02","58","2022/03/28"
"","8206","","The Laughing Jesus: Religious Lies and Gnostic Wisdom","Tim Freke","2005","Religion","Spirituality","Nonfiction","3.98","470","2022/03/28"
"","8207","","The Laughing Savior: The Discovery and Significance of the Nag Hammadi Gnostic Library","John Dart","1976","Religion","","","3.38","8","2022/03/28"
"","8208","","The Laughing Christ","Ellen Wallace Douglas","2003","","","","5.0","1","2022/03/28"
"","8209","","Breaking the Spell: Religion as a Natural Phenomenon","Daniel C. Dennett","2006","Philosophy","Religion","Nonfiction","3.89","12019","2022/03/28"
"","8210","","The Jewish Phenomenon: Seven Keys to the Enduring Wealth of a People","Steven Silbiger","2000","Nonfiction","Economics","Finance","3.98","239","2022/03/28"
"","8211","","The Phenomenon of Man","Pierre Teilhard de Chardin","1955","Philosophy","Religion","Science","4.06","1446","2022/03/28"
"","8212","","The Impostor Phenomenon: Overcoming the Fear That Haunts Your Success","Pauline Rose Clance","1985","Psychology","Self Help","Nonfiction","4.24","74","2022/03/28"
"","8213","","The Erotic Phenomenon","Jean-Luc Marion","2003","Philosophy","Love","Nonfiction","4.05","158","2022/03/28"
"","8214","","The Phenomenon of Life: Toward a Philosophical Biology","Hans Jonas","1966","Philosophy","Science","Science","4.26","115","2022/03/28"
"","8215","","The Personal Branding Phenomenon: Realize Greater Influence, Explosive Income Growth and Rapid Career Advancement by Applying the Branding Techniques of Michael, Martha & Oprah","Peter Montoya","2002","","","","3.35","23","2022/03/28"
"","8216","","The Charismatic Phenomenon","Peter Masters","1988","Religion","Theology","","4.26","23","2022/03/28"
"","8217","","In Your Dreams: The Ultimate Dream Dictionary","Mary Summer Rain","","Reference","Psychology","","3.94","47","2022/03/28"
"","8218","Little House: The Martha Years","Down to the Bonny Glen","Melissa Wiley","2001","Historical","Historical Fiction","Childrens","4.16","1585","2022/03/28"
"","8219","Little House","The Little House Series 9-book box set","Laura Ingalls Wilder","1971","Classics","Historical","Historical Fiction","4.34","147732","2022/03/28"
"","8220","","I Remember Laura: Laura Ingalls Wilder","Stephen W. Hines","1994","Biography","Nonfiction","History","4.17","1382","2022/03/28"
"","8221","","Laura: The Life of Laura Ingalls Wilder","Donald Zochert","1976","Biography","Nonfiction","History","4.12","5773","2022/03/28"
"","8222","","Laura Ingalls Wilder Country","William  Anderson","1990","Nonfiction","Biography","History","4.24","622","2022/03/28"
"","8223","","","","","","","","","","2022/03/28"
"","8224","Little House","A Little House Collection: The First Five Novels","Laura Ingalls Wilder","1932","Classics","Childrens","Fiction","4.54","3825","2022/03/28"
"","8225","","A Little House Reader: A Collection of Writings by Laura Ingalls Wilder","Laura Ingalls Wilder","1998","Nonfiction","History","Childrens","4.15","238","2022/03/28"
"","8226","Little House","La casa de la pradera","Laura Ingalls Wilder","1935","Classics","Historical","Historical Fiction","4.2","274025","2022/03/28"
"","8227","My First Little House Books","Winter Days in the Big Woods","Laura Ingalls Wilder","1994","Childrens","Picture Books","Historical","4.29","1729","2022/03/28"
"","8228","Little House","The First Four Years","Laura Ingalls Wilder","1971","Historical","Historical Fiction","Classics","3.87","38349","2022/03/28"
