"","10020","Hanser Literatur-Kommentare","Max Frisch. ""Homo Faber"": Materialien, Kommentar","Walter Schmitz","","","","","0.0","0","2022/03/30"
"","10021","","Technik Als Abwehr: Die Unbewussten Lebensentwürfe In Max Frischs Homo Faber","Achim Würker","","","","","4.5","2","2022/03/30"
"","10022","","Homo Faber","Max Frisch","1957","Classics","Fiction","European Literature","3.73","21160","2022/03/30"
"","10023","","Homo faber: Ein Bericht.","Max Frisch","1957","Classics","Fiction","European Literature","3.73","21160","2022/03/30"
"","10024","","Der Leser Im Dilemma: Die Leserrolle in Max Frischs Romanen -Stiller-, -Homo Faber- Und -Mein Name SEI Gantenbein-","Richard Egger","1986","","","","0.0","0","2022/03/30"
"","10025","","Existenziale Themen Bei Max Frisch","Doris Kiernan","1978","","","","0.0","0","2022/03/30"
"","10026","","Das Ekel Von Rahnsdorf. Und Andere Mordfälle Aus Der Ddr","Hans Girod","1997","","","","3.88","8","2022/03/30"
"","10027","Martin Beck Police Mystery","Das Ekel aus Säffle","Maj Sjöwall","1971","Mystery","Mystery","Crime","4.01","4933","2022/03/30"
"","10028","","Das Phänomen Des ""Ekels Vor Dem Leben"" Bei Pierre Teilhard De Chardin","Peter Modler","1990","","","","0.0","0","2022/03/30"
"","10029","","The Philosophy of Jean-Paul Sartre","Jean-Paul Sartre","1965","Philosophy","Nonfiction","","3.89","265","2022/03/30"
"","10030","","Basic Writings","Jean-Paul Sartre","1962","Philosophy","Nonfiction","Cultural","3.88","105","2022/03/30"
"","10031","","The Wall","Jean-Paul Sartre","1939","Philosophy","Fiction","Short Stories","4.08","22426","2022/03/30"
"","10032","","Essays in Existentialism","Jean-Paul Sartre","1965","Philosophy","Nonfiction","Writing","4.05","967","2022/03/30"
"","10033","","Being and Nothingness","Jean-Paul Sartre","1943","Philosophy","Nonfiction","Classics","3.98","28357","2022/03/30"
"","10034","Les Chemins de la Liberté","The Age of Reason","Jean-Paul Sartre","1945","Philosophy","Fiction","Classics","3.98","13319","2022/03/30"
"","10035","","The Transcendence of the Ego: An Existentialist Theory of Consciousness","Jean-Paul Sartre","1937","Philosophy","Nonfiction","Psychology","3.81","905","2022/03/30"
"","10036","","The Writings of Jean-Paul Sartre Volume 2: Selected Prose","Jean-Paul Sartre","","","","","4.5","2","2022/03/30"
"","10037","","No Exit and Three Other Plays","Jean-Paul Sartre","1947","Plays","Philosophy","Fiction","4.07","28462","2022/03/30"
"","10038","","","","","","","","","","2022/03/30"
"","10039","","Die Geschichte von Herrn Sommer","Patrick Süskind","1991","Fiction","European Literature","German Literature","3.84","5185","2022/03/30"
"","10040","","Die Entdeckung der Langsamkeit","Sten Nadolny","1983","Fiction","Historical","Historical Fiction","3.95","3020","2022/03/30"
"","10041","","Sten Nadolny, Die Entdeckung Der Langsamkeit: Interpretation","Ralph Kohpeiß","","","","","4.57","7","2022/03/30"
"","10042","","Theodor Storm, Der Schimmelreiter: Interpretation","Klaus Hildebrandt","","","","","3.0","1","2022/03/30"
"","10043","","Theodor Storm, Der Schimmelreiter: Kopiervorlagen","Claudia Lorenz","","","","","0.0","0","2022/03/30"
"","10044","","Textanalysen Theodor Storm, ""Der Schimmelreiter""","Beate Hermes","","","","","0.0","0","2022/03/30"
"","10045","","Der Schimmelreiter","Theodor Storm","1888","Classics","European Literature","German Literature","3.42","6706","2022/03/30"
"","10046","","Der Schimmelreiter","Theodor Storm","1888","Classics","European Literature","German Literature","3.42","6706","2022/03/30"
"","10047","","Der Schimmelreiter","Theodor Storm","1888","Classics","European Literature","German Literature","3.42","6706","2022/03/30"
"","10048","","Der Schimmelreiter","Theodor Storm","1888","Classics","European Literature","German Literature","3.42","6706","2022/03/30"
"","10049","Blindness","Die Stadt der Blinden","José Saramago","1995","Fiction","Science Fiction","Dystopia","4.16","239315","2022/03/30"
"","10050","Youth in Revolt","Youth in Revolt: The Journals of Nick Twisp, Book One","C.D. Payne","1993","Fiction","Young Adult","Humor","4.02","9368","2022/03/30"
"","10051","","Bombs, Beards, and Barricades: 150 Years of Youth in Revolt","Anthony Esler","1972","","","","3.33","3","2022/03/30"
"","10052","","Generations in Conflict: Youth Revolt and Generation Formation in Germany 1770-1968","Mark Roseman","1995","","","","4.0","2","2022/03/30"
"","10053","","Youth In Revolt","Shmarya Levin","","","","","4.0","1","2022/03/30"
"","10054","","Recipes: A Collection for the Modern Cook","Susan Spungen","2005","Food and Drink","Cookbooks","","3.6","15","2022/03/30"
"","10055","","And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder","Deborah Spungen","1983","Nonfiction","Biography","Crime","4.03","7658","2022/03/30"
"","10056","","Homicide: The Hidden Victims: A Resource for Professionals","Deborah Spungen","1997","Health","Mental Health","","3.9","10","2022/03/30"
"","10057","","Sid and Nancy: Love Kills","Alex Cox","1986","Biography","Music","Nonfiction","3.56","154","2022/03/30"
"","10058","","Flags of Our Fathers","James D. Bradley","2000","History","Nonfiction","War","4.2","56095","2022/03/30"
"","10059","","Flags Of Our Fathers: Heroes Of Iwo Jima","James D. Bradley","2000","History","Nonfiction","War","4.2","56095","2022/03/30"
"","10060","","Flags of Our Fathers: Heroes of Iwo Jima","James D. Bradley","2000","History","Nonfiction","War","4.2","56095","2022/03/30"
"","10061","","Flags of Our Fathers","Michael R. French","","History","Nonfiction","War","4.21","382","2022/03/30"
"","10062","","Flags of Our Fathers: Heroes of Iwo Jima","James D. Bradley","2000","History","Nonfiction","War","4.2","56095","2022/03/30"
"","10063","","Flags of Our Fathers","James D. Bradley","2000","History","Nonfiction","War","4.2","56095","2022/03/30"
"","10064","","Rosshalde","Hermann Hesse","1914","Fiction","Classics","European Literature","3.77","4601","2022/03/30"
"","10065","Wayside School","Wayside School Is Falling Down","Louis Sachar","1989","Childrens","Fiction","Humor","4.15","59323","2022/03/30"
"","10066","","The British Museum Is Falling Down","David Lodge","1965","Fiction","Humor","European Literature","3.66","2826","2022/03/30"
"","10067","","Santa's Pants Are Falling Down and other silly songs of the season","Barbara Rittenhouse","","Childrens","","","3.75","20","2022/03/30"
"","10068","","Falling Down","David T. Boyd","","","","","0.0","0","2022/03/30"
"","10069","","The Gospel of Falling Down: The Beauty of Failure, in an Age of Success","Mark Townsend","2007","","","","3.65","23","2022/03/30"
"","10070","Mother Goose Library","LONDON BRIDGE IS FALLING DOWN","Peter Spier","1966","Childrens","Picture Books","Fiction","3.85","65","2022/03/30"
"","10071","","All Falling Down","Gene Zion","1951","Childrens","Picture Books","Childrens","3.54","106","2022/03/30"
"","10072","Ed Emberley Drawing Books","Ed Emberley's Little Drawing Book of Trains","Ed Emberley","","","","","4.27","11","2022/03/30"
"","10073","","A Long Way Down","Nick Hornby","2005","Fiction","Contemporary","Humor","3.43","84334","2022/03/30"
"","10074","His Dark Materials","His Dark Materials Trilogy: The Golden Compass/The Subtle Knife/The Amber Spyglass","Philip Pullman","2000","Fantasy","Young Adult","Fiction","4.27","153089","2022/03/30"
"","10075","","Clockwork (Cover to Cover)","Philip Pullman","1996","Fantasy","Fiction","Young Adult","3.88","7198","2022/03/30"
"","10076","","Using the Oxford Junior Dictionary","Philip Pullman","1978","","","","2.75","4","2022/03/30"
"","10077","","The Needlework of Mary Queen of Scots","Margaret Swain","1986","Nonfiction","Reference","History","4.21","33","2022/03/30"
"","10078","Routledge Historical Biographies","Mary Queen of Scots","Retha M. Warnicke","","History","Nonfiction","Biography","3.98","44","2022/03/30"
"","10079","","Mary Queen of Scots","Antonia Fraser","1969","History","Biography","Nonfiction","3.94","17028","2022/03/30"
"","10080","","Mary Queen of Scots and the Murder of Lord Darnley","Alison Weir","2003","History","Nonfiction","Biography","4.05","5645","2022/03/30"
"","10081","Horribly Famous","Mary Queen of Scots and Her Hopeless Husbands","Margaret Simpson","","Nonfiction","History","Childrens","3.8","166","2022/03/30"
"","10082","","Mary Queen of Scots","Susan Watkins","2001","History","Nonfiction","Biography","4.13","48","2022/03/30"
"","10083","On the Trail of","On the Trail of Mary, Queen of Scots","J. Keith Cheetham","","","","","3.67","15","2022/03/30"
"","10084","Otherland","River of Blue Fire","Tad Williams","1998","Fantasy","Science Fiction","Fiction","4.03","15313","2022/03/30"
"","10085","","The Trial of Mary Queen of Scots: Sixteenth Century Crisis of Female Sovereignty","Jayne E. Lewis","","","","","4.0","1","2022/03/30"
"","10086","","","","","","","","","","2022/03/30"
"","10087","","Mary Queen of Scots and the Casket Letters","A.E. MacRobert","2002","","","","3.0","8","2022/03/30"
"","10088","Otherland","Mountain of Black Glass","Tad Williams","1999","Fantasy","Science Fiction","Fiction","4.06","15021","2022/03/30"
"","10089","The Royal Diaries","Mary, Queen of Scots: Queen Without a Country, France, 1553","Kathryn Lasky","2002","Historical","Historical Fiction","Young Adult","3.84","5285","2022/03/30"
"","10090","Otherland","Mountain of Black Glass","Tad Williams","1999","Fantasy","Science Fiction","Fiction","4.06","15021","2022/03/30"
"","10091","Otherland","Sea of Silver Light","Tad Williams","2001","Fantasy","Science Fiction","Fiction","4.14","13432","2022/03/30"
"","10092","Otherland","Sea of Silver Light","Tad Williams","","Fantasy","Science Fiction","Fiction","4.14","13432","2022/03/30"
"","10093","Otherland","River of Blue Fire","Tad Williams","1998","Fantasy","Science Fiction","Fiction","4.03","15313","2022/03/30"
"","10094","Otherland","Berg aus schwarzem Glas","Tad Williams","1999","Fantasy","Science Fiction","Fiction","4.06","15021","2022/03/30"
"","10095","","Mary Queen Of Scots: The Fair Devil Of Scotland","Jean Plaidy","1975","History","Nonfiction","Cultural","3.92","226","2022/03/30"
"","10096","","Mary, Queen of Scots: Pride, Passion and a Kingdom Lost","Jenny Wormald","1988","History","Nonfiction","Biography","3.74","141","2022/03/30"
"","10097","","Queen of Scots: The True Life of Mary Stuart","John Guy","2004","History","Nonfiction","Biography","3.93","4140","2022/03/30"
"","10098","Otherland","Otherland: The City of Golden Shadow","Tad Williams","1996","Fantasy","Science Fiction","Fiction","3.92","26325","2022/03/30"
"","10099","Otherland","Meer des silbernen Lichts","Tad Williams","2001","Fantasy","Science Fiction","Fiction","4.14","13432","2022/03/30"
"","10100","","Mary Queen of Scots: Romance and Nation","Jayne E. Lewis","1998","","","","3.78","9","2022/03/30"
"","10101","","Mary, Queen of Scots","Elizabeth  Douglas","2004","","","","3.5","2","2022/03/30"
"","10102","","Mary Queen of Scots and French Public Opinion, 1542-1600","Alexander S. Wilkinson","2004","History","","","4.0","1","2022/03/30"
"","10103","World Leaders Past & Present","Mary, Queen of Scots","Sally Stepanek","1987","Biography","Nonfiction","History","3.23","13","2022/03/30"
"","10104","","The Six Wives of Henry VIII","Alison Weir","","History","Nonfiction","Biography","4.09","66933","2022/03/30"
"","10105","Wives of King Henry VIII","The Last Wife of Henry VIII","Carolly Erickson","1980","Historical","Historical Fiction","Fiction","3.89","11537","2022/03/30"
"","10106","","The Children of Henry VIII","Alison Weir","1996","History","Nonfiction","Biography","3.97","14910","2022/03/30"
"","10107","","The Last Days of Henry VIII","Robert Hutchinson","2005","History","Nonfiction","English History","4.14","1725","2022/03/30"
"","10108","","The Autobiography of Henry VIII: With Notes by His Fool, Will Somers","Margaret George","1986","Historical","Historical Fiction","Fiction","4.25","27520","2022/03/30"
"","10109","","Henry VIII: The King and His Court","Alison Weir","2001","History","Nonfiction","Biography","4.07","13775","2022/03/30"
"","10110","","Lies and Lust in the Tudor Court: The Fifth Wife of Henry Viii","Margaret Doner","","English History","Tudor Period","Historical","3.41","32","2022/03/30"
"","10111","","Wives of Henry VIII","Antonia Fraser","1992","History","Nonfiction","Biography","4.08","18419","2022/03/30"
"","10112","","Henry VIII","William Shakespeare","1613","Classics","Plays","Drama","3.51","8414","2022/03/30"
"","10113","","Henry VIII and His Queens","David Loades","1996","History","Nonfiction","English History","3.95","213","2022/03/30"
"","10114","","Helen of Troy","Margaret George","2006","Historical","Historical Fiction","Fantasy","3.94","10639","2022/03/30"
"","10115","","The Memoirs of Cleopatra","Margaret George","1997","Historical","Historical Fiction","Fiction","4.17","20132","2022/03/30"
"","10116","","Mary, Called Magdalene","Margaret George","","Historical","Historical Fiction","Fiction","3.88","8486","2022/03/30"
"","10117","","","","","","","","","","2022/03/30"
"","10118","","Saint George and the Dragon","Margaret Hodges","1984","Childrens","Picture Books","Childrens","4.18","7719","2022/03/30"
"","10119","Curious George New Adventures","Curious George Goes Camping","Margret Rey","1990","Childrens","Picture Books","Childrens","4.06","1859","2022/03/30"
"","10120","","Tea With Tracey: The Woman's Survival Guide To Bermuda","Tracey Caswell","","","","","3.56","34","2022/03/30"
"","10121","","Highland Legacy: Four Generations of Love Are Rooted in Scotland","Tracey Victoria Bateman","2004","Christian Fiction","Romance","Christian","3.86","393","2022/03/30"
"","10122","Continuum Contemporaries","Nick Hornby's High Fidelity","Joanne Knowles","2002","Fiction","","","4.22","139","2022/03/30"
"","10123","","Firsts in High Fidelity","Sylvania","","","","","0.0","0","2022/03/30"
"","10124","","High-Fidelity Multichannel Audio Coding","Dai Tracy Yang","","","","","0.0","0","2022/03/30"
"","10125","","High Fidelity","Nick Hornby","1995","Fiction","Music","Contemporary","3.92","186268","2022/03/30"
"","10126","","Kiss Me Like a Stranger: My Search for Love and Art","Gene Wilder","2005","Biography","Nonfiction","Autobiography","3.84","6287","2022/03/30"
"","10127","","The Namesake","Jhumpa Lahiri","2003","Fiction","Cultural","India","4.0","250698","2022/03/30"
"","10128","","The Namesake","Jhumpa Lahiri","2003","Fiction","Cultural","India","4.0","250698","2022/03/30"
"","10129","Elsie Dinsmore","Elsie and Her Namesakes: Book 28","Martha Finley","1905","Historical","Historical Fiction","Fiction","3.66","79","2022/03/30"
"","10130","","The Namesake","Jhumpa Lahiri","2003","Fiction","Cultural","India","4.0","250698","2022/03/30"
"","10131","","The Namesake","Jhumpa Lahiri","2003","Fiction","Cultural","India","4.0","250698","2022/03/30"
"","10132","Alias: The APO Series","Namesakes","Greg Cox","2006","Media Tie In","Tv","Spy Thriller","3.94","89","2022/03/30"
"","10133","","Glaube Hat Gründe: Wie Ich Eine Lebendige Beziehung Zu Gott Finde","Klaus Douglass","","","","","3.0","1","2022/03/30"
"","10134","","Wie ich eines schönen Morgens im April das 100%ige Mädchen sah","Haruki Murakami","1981","Short Stories","Fiction","Cultural","3.78","5483","2022/03/30"
"","10135","","Der Rabe Weiss, Wo Die Sonne Wohnt: Wie Ich Eine Indianische Familie Bekam","Adolf Hungry Wolf","1983","","","","0.0","0","2022/03/30"
"","10136","","Wie brate ich eine Maus oder die Lebenskerben des kleinen Raoul Habenicht","Helmut Sakowski","","","","","3.88","8","2022/03/30"
"","10137","","Wie schreibe ich eine Seminar- oder Examensarbeit?","Walter Krämer","1999","","","","0.0","0","2022/03/30"
"","10138","","Wie Kaufe Ich Eine Alte Armbanduhrein Ratgeber Für Sammler","Fritz von Osterhausen","1993","","","","0.0","0","2022/03/30"
"","10139","","Wie Führe Ich Eine Kirchengemeinde?","Hans-Ulrich Perels","","","","","0.0","0","2022/03/30"
"","10140","","Wie Lese Ich Eine Bilanz?: Ein Crashkurs Für Nicht Fachleute","Rene Klaus Grosjean","1997","","","","5.0","1","2022/03/30"
"","10141","","Wie Ich Nach Chihuahu Kam: Eine Amerikanische Reise","Bernd Wagner","","","","","4.0","1","2022/03/30"
"","10142","","Ich Werde Dich Behandeln Wie Eine Königin Roman","Rosa Montero","1983","Fiction","European Literature","Spanish Literature","3.55","565","2022/03/30"
"","10143","","Gefährliche Geliebte","Haruki Murakami","1992","Fiction","Cultural","Japan","3.88","103796","2022/03/30"
"","10144","","Hard-boiled Wonderland und das Ende der Welt","Haruki Murakami","1985","Fiction","Fantasy","Magical Realism","4.14","118263","2022/03/30"
"","10145","","","","","","","","","","2022/03/30"
"","10146","","The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture","John Battelle","2005","Business","Nonfiction","Science","3.84","5186","2022/03/30"
"","10147","Sherlock Holmes","The Complete Sherlock Holmes, Volume I","Arthur Conan Doyle","1927","Classics","Mystery","Fiction","4.49","29730","2022/03/30"
"","10148","Sherlock Holmes","The Complete Sherlock Holmes, Volume II","Arthur Conan Doyle","1914","Classics","Mystery","Fiction","4.47","79206","2022/03/30"
"","10149","","The Doctor and the Detective: A Biography of Sir Arthur Conan Doyle","Martin Booth","1997","Biography","Nonfiction","","3.61","69","2022/03/30"
"","10150","Professor Challenger","The Lost World & Other Stories","Arthur Conan Doyle","1912","Classics","Science Fiction","Fiction","4.0","1509","2022/03/30"
"","10151","Sherlock Holmes","A Study in Scarlet","Arthur Conan Doyle","1887","Classics","Mystery","Fiction","4.14","381186","2022/03/30"
"","10152","","Round the fire Stories (Collected Works of Sir Arthur Conan Doyle)","Arthur Conan Doyle","1908","Classics","Mystery","Short Stories","3.81","177","2022/03/30"
"","10153","Professor Challenger","The Lost World","Arthur Conan Doyle","1912","Classics","Science Fiction","Fiction","3.93","60974","2022/03/30"
"","10154","Sherlock Holmes","Las aventuras de Sherlock Holmes","Arthur Conan Doyle","1892","Classics","Mystery","Fiction","4.3","269765","2022/03/30"
"","10155","Professor Challenger","The Lost World","Arthur Conan Doyle","1912","Classics","Science Fiction","Fiction","3.93","60974","2022/03/30"
"","10156","","The Last of Her Kind","Sigrid Nunez","2005","Fiction","Historical","Historical Fiction","3.78","2175","2022/03/30"
"","10157","","Last Of A Kind: The Sinking Of Lew Grade","Quentin Falk","","","","","0.0","0","2022/03/30"
"","10158","","The Last Of Her Kind: A Story Of The Lost Civilization Of Atlantis","T.R. Dilliplane","","","","","2.0","1","2022/03/30"
"","10159","","Last Of His Kind: An Informal Portrait Of Harry S. Truman","Charles Robbins","","","","","3.5","2","2022/03/30"
"","10160","","A Natural History of Love","Diane Ackerman","1994","Nonfiction","History","Science","3.84","1618","2022/03/30"
"","10161","","The Natural History of Love","Morton Hunt","1959","History","Nonfiction","Love","4.09","23","2022/03/30"
"","10162","","Tango: The Art History of Love","Robert Farris Thompson","2005","Nonfiction","History","Music","3.91","80","2022/03/30"
"","10163","","Marriage, a History: How Love Conquered Marriage","Stephanie Coontz","2005","Nonfiction","History","Feminism","3.97","2998","2022/03/30"
"","10164","","La historia del amor","Nicole Krauss","2005","Fiction","Historical","Historical Fiction","3.92","129507","2022/03/30"
"","10165","","Anatomy of Love: A Natural History of Mating, Marriage, and Why We Stray","Helen Fisher","1992","Nonfiction","Psychology","Science","3.91","1509","2022/03/30"
"","10166","","God-Optional Judaism: Alternatives for Cultural Jews Who Love Their History, Heritage, and Community","Judith Seid","","Religion","Judaism","Literature","3.6","15","2022/03/30"
"","10167","","Reading Pictures: A History of Love and Hate","Alberto Manguel","2000","Art","Nonfiction","Writing","4.01","167","2022/03/30"
"","10168","","The Devil in the Details","Julia Eaton","","","","","0.0","0","2022/03/30"
"","10169","","The Devil Is In The Details","Ariana Overton","","","","","4.0","2","2022/03/30"
"","10170","Camilla MacPhee","The Devil's in the Details","Mary Jane Maffini","2004","Mystery","Mystery","Cozy Mystery","4.0","76","2022/03/30"
"","10171","","The Devil is in the Details: Essays on Law, Race, Politics, and Religion","Ellisandro Washington","","","","","4.0","1","2022/03/30"
"","10172","","Wigfield: The Can-Do Town That Just May Not","Amy Sedaris","2004","Humor","Fiction","Humor","3.58","3665","2022/03/30"
"","10173","","The SantaLand Diaries and Season's Greetings","David Sedaris","","Plays","Humor","Nonfiction","4.19","653","2022/03/30"
"","10174","","Jenny and the Jaws of Life: Short Stories","Jincy Willett","1987","Short Stories","Fiction","Humor","3.73","1462","2022/03/30"
"","10175","","Wigfield: The Can-Do Town That Just May Not","Amy Sedaris","2004","Humor","Fiction","Humor","3.58","3665","2022/03/30"
"","10176","","Dress Your Family in Corduroy and Denim","David Sedaris","","Humor","Nonfiction","Autobiography","4.09","265167","2022/03/30"
"","10177","","","","","","","","","","2022/03/30"
"","10178","","Holidays on Ice","David Sedaris","1997","Humor","Nonfiction","Short Stories","3.9","118568","2022/03/30"
"","10179","","Naked","David Sedaris","1997","Humor","Nonfiction","Autobiography","4.08","253863","2022/03/30"
"","10180","","Haikus for Jews: For You, a Little Wisdom","David M. Bader","","Poetry","Humor","Literature","4.05","166","2022/03/30"
"","10181","","Petascale Computing: Algorithms and Applications","David A. Bader","","","","","4.33","3","2022/03/30"
"","10182","","How to Be an Extremely Reform Jew","David M. Bader","","Humor","","","4.37","19","2022/03/30"
"","10183","","Telling Images: Selections From The Bader Gift Of European Paintings To Queen's University","Agnes Etherington Art Centre","1988","","","","3.5","2","2022/03/30"
"","10184","","Pictures From The Age Of Rembrandt: Selections From The Personal Collection Of Dr. & Mrs. Alfred Bader:  13 October 25 November 1984, Agnes Etherington Art Centre, Queen's University, Kingston, Ontario.","David McTavish","","","","","4.0","1","2022/03/30"
"","10185","","The Coalwood Misfits (The Clear Fork Series, 1)","Jerry Hatmaker","2003","","","","4.0","2","2022/03/30"
"","10186","","The Kindred Gathering (The Kindred Gathering, 2)","J.R. Hatmaker","","","","","4.0","1","2022/03/30"
"","10187","","Zen Judaism: For You, A Little Enlightenment","David M. Bader","","Humor","Literature","Jewish","3.75","109","2022/03/30"
"","10188","","The Art of Oral Advocacy","David C. Frederick","2003","","","","3.46","13","2022/03/30"
"","10189","","Supreme Court and Appellate Advocacy: Mastering Oral Argument","David C. Frederick","2002","","","","4.2","10","2022/03/30"
"","10190","","Arco Master the Miller Analogies Test","William Bader","1982","","","","3.67","9","2022/03/30"
"","10191","","Master the Miller Analogies Test 2002","William Bader","1982","","","","3.67","9","2022/03/30"
"","10192","","Arco Master the Miller Analogies Test","William Bader","1982","","","","3.67","9","2022/03/30"
"","10193","","Master the Miller Analogies Test","William Bader","1982","","","","3.67","9","2022/03/30"
"","10194","","Arco Master the Miller Analgies Test [With CDROM]","William Bader","1982","","","","3.67","9","2022/03/30"
"","10195","","Extraordinary Uses for Ordinary Things","Reader's Digest Association","","Reference","Nonfiction","How To","4.01","289","2022/03/30"
"","10196","","Wenn Der Wind Es Will: Haiku U. A. Gedichte","Friedrich Rohde","","","","","0.0","0","2022/03/30"
"","10197","","Hellgrüne Poeme: (Haiku  U. Tanka Etüden) Hans Stilett.","Hans Stilett","","","","","0.0","0","2022/03/30"
"","10198","","Haiku Quadrangle, Hawaii  Maui Co., 1992: 7.5 Minute Series (Topographic)","U.S. Geological Survey","","","","","0.0","0","2022/03/30"
"","10199","","Lampa u zoru = Lamp at Dawn","Robert Bebek","","","","","0.0","0","2022/03/30"
"","10200","","Venac sonetnih venaca; Puževa srma","Dobrica Erić","","","","","0.0","0","2022/03/30"
"","10201","","U srcu tišine = In the Heart of Silence","Marijan Čekolj","","","","","0.0","0","2022/03/30"
"","10202","","Holy Tango of Literature","Francis Heaney","","Humor","Poetry","Nonfiction","4.39","66","2022/03/30"
"","10203","","View with a Grain of Sand: Selected Poems","Wisława Szymborska","1995","Poetry","Cultural","Poland","4.33","4427","2022/03/30"
"","10204","","View with a Grain of Sand: Selected Poems","Wisława Szymborska","1995","Poetry","Cultural","Poland","4.33","4427","2022/03/30"
"","10205","","Poems New and Collected","Wisława Szymborska","1998","Poetry","European Literature","Polish Literature","4.43","3082","2022/03/30"
"","10206","","Sounds, Feelings, Thoughts:  Seventy Poems by Wislawa Szymborska","Wisława Szymborska","1981","Poetry","Cultural","Poland","4.37","299","2022/03/30"
"","10207","","Nonrequired Reading","Wisława Szymborska","1973","Nonfiction","Writing","Essays","4.19","495","2022/03/30"
"","10208","","Miracle Fair: Selected Poems","Wisława Szymborska","2001","Poetry","Cultural","Poland","4.41","577","2022/03/30"
"","10209","","Charlotte Bronte and Jane Eyre","Stewart Ross","1997","Biography","Nonfiction","","4.02","45","2022/03/30"
"","10210","","Jane Eyre","Charlotte Brontë","1847","Classics","Fiction","Romance","4.14","1834371","2022/03/30"
"","10211","","The Works of Charlotte and Emily Bronte","Charlotte Brontë","1920","Classics","Fiction","Romance","4.35","3902","2022/03/30"
"","10212","","The Illustrated Jane Eyre","Charlotte Brontë","1847","Classics","Fiction","Romance","4.14","1834371","2022/03/30"
"","10213","","Charlotte Brontë's Jane Eyre","David Reuben Turner","","","","","4.0","2","2022/03/30"
"","10214","","Jane Eyre","Charlotte Brontë","1847","Classics","Fiction","Romance","4.14","1834371","2022/03/30"
"","10215","","The Far Pavilions","M.M. Kaye","1978","Historical","Historical Fiction","Fiction","4.2","42513","2022/03/30"
"","10216","","The Far Pavilions","M.M. Kaye","1978","Historical","Historical Fiction","Fiction","4.2","42513","2022/03/30"
"","10217","","Death in Kashmir","M.M. Kaye","1953","Mystery","Cultural","India","3.94","1900","2022/03/30"
"","10218","","Trade Wind","M.M. Kaye","1963","Historical","Historical Fiction","Romance","3.97","2930","2022/03/30"
"","10219","Share of Summer","The Sun in the Morning: My Early Years in India and England","M.M. Kaye","","Nonfiction","Cultural","India","4.21","344","2022/03/30"
"","10220","","Death in the Andamans","M.M. Kaye","1960","Mystery","Romance","Romance","3.91","1095","2022/03/30"
"","10221","","Death in Berlin","M.M. Kaye","1955","Mystery","Fiction","Cultural","3.89","1182","2022/03/30"
"","10222","","The Far Pavilions","M.M. Kaye","1978","Historical","Historical Fiction","Fiction","4.2","42513","2022/03/30"
"","10223","","The Far Pavilions Picture Book","David Larkin","1978","Cultural","India","","4.14","14","2022/03/30"
