"","4027","James Bond","From Russia with Love","Ian Fleming","1957","Fiction","Thriller","Spy Thriller","3.9","33676","2022/03/22"
"","4028","James Bond","From Russia with Love/Dr.No/Goldfinger","Ian Fleming","1961","Fiction","Thriller","Classics","4.08","169","2022/03/22"
"","4029","James Bond","From Russia with Love","Ian Fleming","1957","Fiction","Thriller","Spy Thriller","3.9","33676","2022/03/22"
"","4030","James Bond","From Russia With Love","Ian Fleming","1957","Fiction","Thriller","Spy Thriller","3.9","33676","2022/03/22"
"","4031","","Lunar Park","Bret Easton Ellis","2005","Fiction","Horror","Thriller","3.62","28446","2022/03/22"
"","4032","","Lunar Park","Bret Easton Ellis","2005","Fiction","Horror","Thriller","3.62","28446","2022/03/22"
"","4033","","A Lunar-Based Chemical Analysis Laboratory: Proceedings of the Ninth College Park Colloquium on Chemical Evolution (College Park Colloquium on Chemical Evolution//Proceedings)","Cyril Ponnamperuma","","","","","0.0","0","2022/03/22"
"","4034","","Life After Death: The Burden of Proof","Deepak Chopra","2006","Nonfiction","Spirituality","Philosophy","3.81","2303","2022/03/22"
"","4035","Kindle County Legal Thriller","The Burden of Proof","Scott Turow","1990","Fiction","Mystery","Thriller","4.06","37645","2022/03/22"
"","4036","JAG in Space","Burden of Proof","John G. Hemry","","Science Fiction","War","Military Fiction","4.02","913","2022/03/22"
"","4037","","Burden of Proof: An Introduction to Argumentation and Guide to Parliamentary Debate","Mark R. Crossman","","","","","3.63","8","2022/03/22"
"","4038","Kindle County Legal Thriller","The Burden of Proof","Scott Turow","1990","Fiction","Mystery","Thriller","4.06","37645","2022/03/22"
"","4039","","Burden Of Proof And Related Issues: A Study On Evidence Before International Tribunals","Mojtaba Kazazi","1995","","","","5.0","1","2022/03/22"
"","4040","","God and the Burden of Proof","Keith M. Parsons","","","","","4.27","11","2022/03/22"
"","4041","","Burden of Proof: An Introduction to Argumentation and Guide to Parliamentary Debate","Mark R. Crossman","","","","","3.63","8","2022/03/22"
"","4042","","Godless: The Church of Liberalism","Ann Coulter","","Politics","Nonfiction","Humor","3.32","2945","2022/03/22"
"","4043","","Godless","Pete Hautman","2004","Young Adult","Fiction","Religion","3.6","4520","2022/03/22"
"","4044","","Value and Virtue in a Godless Universe","Erik J. Wielenberg","2005","Philosophy","Nonfiction","Religion","3.6","60","2022/03/22"
"","4045","","The Godless Constitution: A Moral Defense of the Secular State","Isaac Kramnick","1996","History","Politics","Religion","3.91","349","2022/03/22"
"","4046","","Godless Morality: Keeping Religion Out of Ethics","Richard Holloway","2000","Philosophy","Nonfiction","Religion","3.92","195","2022/03/22"
"","4047","","Godless in America: conversations with an atheist","George A. Ricker","2006","","","","5.0","1","2022/03/22"
"","4048","","The Godless Constitution: The Case Against Religious Correctness","Isaac Kramnick","1996","History","Politics","Religion","3.91","349","2022/03/22"
"","4049","","A Godless Jew: Freud, Atheism, and the Making of Psychoanalysis","Peter Gay","1987","Religion","Atheism","","3.79","29","2022/03/22"
"","4050","","That Godless Court?: Supreme Court Decisions on Church-State Relationships","Ronald B. Flowers","1994","Politics","","","3.61","23","2022/03/22"
"","4051","","Godless Morality","Richard Holloway","2000","Philosophy","Nonfiction","Religion","3.92","195","2022/03/22"
"","4052","","The PayPal Wars: Battles with eBay, the Media, the Mafia, and the Rest of Planet Earth","Eric M. Jackson","2004","Business","Nonfiction","Business","3.97","1024","2022/03/22"
"","4053","","Date or Soul Mate?: How to Know if Someone is Worth Pursuing in Two Dates or Less","Neil Clark Warren","2002","Relationships","Psychology","Self Help","3.83","260","2022/03/22"
"","4054","","Soul Mates & Hot Dates: How to Tell Who's Who","Maria Shaw","2005","","","","4.08","12","2022/03/22"
"","4055","","Soul Mates: Honouring the Mysteries of Love and Relationship","Thomas Moore","1994","Psychology","Spirituality","Nonfiction","3.89","5580","2022/03/22"
"","4056","","Soul Mates: Understanding Relationships Across Time","Richard Webster","2001","Spirituality","Nonfiction","Spirituality","3.49","82","2022/03/22"
"","4057","","Becoming Soul Mates: 52 Meditations to Bring Joy to Your Marriage","Les Parrott III","1995","Marriage","Christian","","3.71","45","2022/03/22"
"","4058","","Finding Contentment: When Momentary Happiness Just Isn't Enough","Neil Clark Warren","1997","","","","3.5","38","2022/03/22"
"","4059","","Dear God, Send Me a Soul Mate: Eight Steps for Finding a Spouse...God's Way","Rose Sweet","2002","","","","3.88","16","2022/03/22"
"","4060","","Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality)","Elizabeth Clare Prophet","1940","Spirituality","Relationships","","3.76","277","2022/03/22"
"","4061","","Finding the Love of Your Life","Neil Clark Warren","1992","Relationships","Nonfiction","Self Help","3.87","351","2022/03/22"
"","4062","","When Souls Mate","Joylynn M. Jossel","2006","","","","4.18","83","2022/03/22"
"","4063","","Love the Life You Live: 3 Secrets to Feeling Good--Deep Down in Your Soul","Les Parrott III","","Nonfiction","Christian","Self Help","3.73","44","2022/03/22"
"","4064","","The One: Finding Soul Mate Love and Making It Last","Kathy Freston","2000","Self Help","Relationships","Nonfiction","3.59","97","2022/03/22"
"","4065","","Catching the Rhythm of Love: Experience Your Way to a Spectacular Marriage","Neil Clark Warren","2000","Marriage","","","3.82","11","2022/03/22"
"","4066","","Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention","Arielle Ford","","Nonfiction","Spirituality","New Age","4.08","39","2022/03/22"
"","4067","","How to Know If Someone is Worth Pursuing in Two Dates or Less","Neil Clark Warren","","Relationships","Self Help","","3.82","61","2022/03/22"
"","4068","","God Said It, Don't Sweat It: Sound Encouragement to Keep the Little Things from Overwhelming You","Neil Clark Warren","","Christian","","","4.28","25","2022/03/22"
"","4069","","Man's Search for Meaning","Viktor E. Frankl","1946","Nonfiction","Psychology","Philosophy","4.36","531170","2022/03/22"
"","4070","","Man's Search for Meaning","Viktor E. Frankl","1946","Nonfiction","Psychology","Philosophy","4.36","531170","2022/03/22"
"","4071","","Search for Significance: Seeing Your True Worth Through God's Eyes (Student)","Jack Crabtree","1984","Christian","Nonfiction","Christian","4.13","6284","2022/03/22"
"","4072","","The Everything Word Search Book: Over 250 Puzzles to Keep You Entertained for Hours!","Charles Timmerman","2005","","","","4.07","14","2022/03/22"
"","4073","","Search Engine Optimization: An Hour a Day","Jennifer Grappone","2006","Business","Nonfiction","Design","3.84","389","2022/03/22"
"","4074","","Large Print Word Search, Vol. 36","Vincent Douglas","2005","","","","0.0","0","2022/03/22"
"","4075","","In Search of Memory: The Emergence of a New Science of Mind","Eric R. Kandel","2006","Science","Psychology","Biology","4.12","4807","2022/03/22"
"","4076","","In Search Of Excellence: Lessons from America's Best-Run Companies","Thomas J. Peters","1982","Business","Nonfiction","Business","3.9","13162","2022/03/22"
"","4077","","Search Engine Optimization for Dummies","Peter Kent","2004","Business","Reference","Nonfiction","3.77","310","2022/03/22"
"","4078","","Buscar: Como Google y sus rivales han revolucionado los mercados y transformado nuestra cultura","John Battelle","2005","Business","Nonfiction","Science","3.84","5185","2022/03/22"
"","4079","","Hooded Murder","Annette Van Dyke","","","","","3.33","3","2022/03/22"
"","4080","","Ebay Income: How Anyone of Any Age, Location, And/Or Background Can Build a Highly Profitable Online Business with Ebay","Cheryl L. Russell","2006","","","","3.29","17","2022/03/22"
"","4081","","Tax Loopholes for Ebay Sellers: How to Make More Money and Pay Less Tax","Diane Kennedy","","","","","3.92","12","2022/03/22"
"","4082","","Ebay� Strategies: 10 Proven Methods to Maximize Your Ebay Business","Scot Wingo","","Business","","","3.48","23","2022/03/22"
"","4083","","Making a Living from Your Ebay Business","Michael       Miller","2005","","","","3.25","8","2022/03/22"
"","4084","","How to Start and Run an Ebay Consignment Business","Skip McGrath","2006","Business","Nonfiction","","3.65","23","2022/03/22"
"","4085","","How to Sell Anything on Ebay... and Make a Fortune!","Dennis Prince","2003","","","","3.3","33","2022/03/22"
"","4086","","Ebay Powerseller Million Dollar Ideas","Brad Schepp","2006","","","","4.22","9","2022/03/22"
"","4087","","How to Sell Antiques and Collectibles on Ebay... and Make a Fortune!","Dennis L. Prince","2004","","","","3.51","41","2022/03/22"
"","4088","","The Complete Idiot's Guide to Starting an Ebay Business","Barbara Weltman","","Nonfiction","","","3.29","17","2022/03/22"
"","4089","","Absolute Beginner's Guide to Ebay","Michael         miller","2003","Business","","","4.43","7","2022/03/22"
"","4090","","The ebay Price Guide: What Sells for What (in Every Category!)","Julia L. Wilkinson","2006","","","","2.5","2","2022/03/22"
"","4091","","Make Big Profits on Ebay: The Ultimate Guide for Building a Business on Ebay","Jacquelyn Lynn","2005","","","","3.5","4","2022/03/22"
"","4092","","Absolute Beginner's Guide to Launching an Ebay Business","Michael       Miller","2003","Business","","","2.88","17","2022/03/22"
"","4093","","The 7 Essential Steps to Successful Ebay Marketing","Janelle Elms","","","","","3.5","6","2022/03/22"
"","4094","","The Ebay Millionaire: Titanium Powerseller Secrets for Building a Big Online Business","Amy Joyner","2005","","","","3.22","18","2022/03/22"
"","4095","","Launching a Successful eBay Store","Ron Mansfield","","","","","3.0","3","2022/03/22"
"","4096","","The eBay Survival Guide","Michael A. Banks","2005","","","","1.5","2","2022/03/22"
"","4097","","Ebay Listings That Sell for Dummies","Patti Louise Ruby","","","","","3.6","5","2022/03/22"
"","4098","","eBay: The Missing Manual: The Missing Manual","Nancy Conner","2005","","","","3.0","8","2022/03/22"
"","4099","","The Pragmatic Programmer: From Journeyman to Master","Andy Hunt","","Computer Science","Programming","Science","4.33","18584","2022/03/22"
"","4100","","Behind Closed Doors: Secrets of Great Management","Johanna Rothman","2005","Business","Management","Business","3.98","983","2022/03/22"
"","4101","","Interface Oriented Design","Kenneth Pugh","2006","Computer Science","Programming","Science","3.54","54","2022/03/22"
"","4102","","Practices of an Agile Developer: Working in the Real World","Venkat Subramaniam","","Computer Science","Programming","Science","3.87","978","2022/03/22"
"","4103","","My Job Went to India","Chad Fowler","2005","Nonfiction","Business","Computer Science","3.95","190","2022/03/22"
"","4104","","Blink: The Power of Thinking Without Thinking","Malcolm Gladwell","","Nonfiction","Psychology","Business","3.95","541381","2022/03/22"
"","4105","","Blink","Ted Dekker","2002","Christian Fiction","Fiction","Christian","4.14","16982","2022/03/22"
"","4106","","Blink 182","Anne Hoppus","","Music","Nonfiction","","4.44","64","2022/03/22"
"","4107","","Blink 182: The Unauthorised Biography in Words and Pictures","Tim Footman","","","","","3.0","4","2022/03/22"
"","4108","","I Blink: And Other Questions About My Body","Brigid Avison","1993","Science","Nonfiction","Childrens","3.98","44","2022/03/22"
"","4109","","Rosencrantz and Guildenstern are Dead","Tom Stoppard","1966","Plays","Drama","Fiction","4.04","84681","2022/03/22"
"","4110","","Rosencrantz  & Guildenstern Are Dead","Tom Stoppard","1966","Plays","Drama","Fiction","4.04","84681","2022/03/22"
"","4111","","Tom Stoppard, Rosencrantz And Guildenstern Are Dead","Roger Sales","","","","","3.78","27","2022/03/22"
"","4112","","Rosencrantz & Guilderstern/Wait Godot (TAP instructional materials)","Jayne R. Smith","","","","","3.5","6","2022/03/22"
"","4113","","Good To Great","James C. Collins","","Business","Leadership","Nonfiction","4.13","159569","2022/03/22"
"","4114","","Good to Great and the Social Sectors: A Monograph to Accompany Good to Great","James C. Collins","2001","Business","Leadership","Nonfiction","4.01","6394","2022/03/22"
"","4115","","Good to Great and the Social Sectors","James C. Collins","2001","Business","Leadership","Nonfiction","4.01","6394","2022/03/22"
"","4116","","The Good, The Great, And The Awesome: The Guidebook To The Top 40 High Sierra Rock Climbs","Peter Croft","","Mountaineering","Climbing","","4.53","15","2022/03/22"
"","4117","The Sylvie Cycle","The Great Good Thing","Roderick Townley","2001","Fantasy","Fiction","Young Adult","3.92","2478","2022/03/22"
"","4118","","5 Essential Skills of School Leadership: Moving from Good to Great","Nancy Langley","","","","","4.0","1","2022/03/22"
"","4119","","The Great Good Place: Cafes, Coffee Shops, Bookstores, Bars, Hair Salons, and Other Hangouts at the Heart of a Community","Ray Oldenburg","1989","Nonfiction","Sociology","Cities","3.85","739","2022/03/22"
"","4120","","Great Good Food: Luscious Lower Fat Cooking","Julee Rosso","","Food and Drink","Cookbooks","Food and Drink","3.78","353","2022/03/22"
"","4121","","Good Housekeeping Great Baking: 600 Recipes for Cakes, Cookies, Breads, Pies and Pastries","Good Housekeeping","2003","Food and Drink","Cooking","Food and Drink","4.12","25","2022/03/22"
"","4122","","Built to Last: Successful Habits of Visionary Companies","James C. Collins","1994","Business","Nonfiction","Leadership","4.03","68377","2022/03/22"
"","4123","","The Highest Goal: The Secret That Sustains You in Every Moment","Michael L. Ray","2004","Business","Self Help","Nonfiction","3.77","182","2022/03/22"
"","4124","","Empresas Que Sobresalen: Por Que Unas Si Pueden Mejorar la Rentabilidad y Otras No","James C. Collins","2001","Business","Leadership","Nonfiction","4.13","159569","2022/03/22"
"","4125","","Getting to Yes: Negotiating Agreement Without Giving In","William Ury","1981","Business","Nonfiction","Psychology","3.94","69054","2022/03/22"
"","4126","","Getting to Yes: Negotiating an agreement without giving in","Roger Fisher","1981","Business","Nonfiction","Psychology","3.94","69054","2022/03/22"
"","4127","","Getting to Yes: Negotiating Agreement Without Giving In","Roger Fisher","1981","Business","Nonfiction","Psychology","3.94","69054","2022/03/22"
"","4128","","Getting to Yes","Roger Fisher","1981","Business","Nonfiction","Psychology","3.94","69054","2022/03/22"
"","4129","","Three Steps to Yes: The Gentle Art of Getting Your Way","Gene Bedell","2000","Business","Self Help","Nonfiction","3.63","83","2022/03/22"
"","4130","","Getting to Yes in Fundraising","Betty Stallings","1991","","","","0.0","0","2022/03/22"
"","4131","","Getting to Yes: Clicker Training for Improved Horsemanship","Sharon Foley","","Animals","Horses","","4.08","13","2022/03/22"
"","4132","","Natural Capitalism : The Next Industrial Revolution","Paul Hawken","1999","Nonfiction","Economics","Environment","3.99","1796","2022/03/22"
"","4133","","Beyond Capitalism: Natural Laws and Political Strategies for an Equitable Global Future","Michael Wyatt","","","","","3.0","1","2022/03/22"
"","4134","","Toothpaste for Dinner","Drew","","Humor","Sequential Art","Comics","3.87","497","2022/03/22"
"","4135","","I Like You: Hospitality Under the Influence","Amy Sedaris","","Humor","Nonfiction","Food and Drink","3.87","39588","2022/03/22"
"","4136","","Holidays on Ice","David Sedaris","1997","Humor","Nonfiction","Short Stories","3.9","118503","2022/03/22"
"","4137","","Me Talk Pretty One Day","David Sedaris","2000","Nonfiction","Humor","Autobiography","3.99","659373","2022/03/22"
"","4138","","Naked","David Sedaris","1997","Humor","Nonfiction","Autobiography","4.08","253716","2022/03/22"
"","4139","","","","","","","","","","2022/03/22"
"","4140","","Children Playing Before a Statue of Hercules","David Sedaris","2005","Short Stories","Fiction","Humor","3.69","8117","2022/03/22"
"","4141","","David Sedaris - 14 CD Boxed Set","David Sedaris","","Humor","Audiobook","Autobiography","4.59","1869","2022/03/22"
"","4142","","The Book of Liz - Acting Edition","Amy Sedaris","","Plays","Humor","Fiction","3.65","1639","2022/03/22"
"","4143","","Barrel Fever: Stories and Essays","David Sedaris","","Humor","Nonfiction","Writing","3.78","53059","2022/03/22"
"","4144","","Bringing Down the House","Ben Mezrich","2002","Nonfiction","Biography","Autobiography","3.91","23753","2022/03/22"
"","4145","","Bringing Down the House: How Six Students Took Vegas for Millons","Ben Mezrich","2002","Nonfiction","Biography","Autobiography","3.91","23753","2022/03/22"
"","4146","","Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions","Ben Mezrich","","Nonfiction","Biography","Autobiography","3.91","23753","2022/03/22"
"","4147","","","","","","","","","","2022/03/22"
"","4148","","Bringing Down the House","Richard P. Brickner","1971","Nonfiction","","","3.82","104","2022/03/22"
"","4149","","More than a Game","Phil Jackson","","Sports","Sports","Sports","3.79","526","2022/03/22"
"","4150","","Mindgames: Phil Jackson's Long Strange Journey","Roland Lazenby","2000","Sports","Sports","Biography","3.96","187","2022/03/22"
"","4151","","The Gospel According to Phil","Dave Whitaker","","","","","3.5","4","2022/03/22"
"","4152","","Maverick: More Than a Game","Phil Jackson","","Sports","Sports","Sports","3.84","44","2022/03/22"
"","4153","","Dynasty!!!","John Hareas","","","","","4.0","10","2022/03/22"
"","4154","","Until Death Do Us Part: One Player, One Journey, One Undying Dream","Phil Jackson","","","","","5.0","1","2022/03/22"
"","4155","","Canastas Sagradas: Lecciones Espirituales De Un Guerrero De Los Tableros","Phil Jackson","1995","Sports","Sports","Nonfiction","4.01","4263","2022/03/22"
"","4156","","Inside Clubbing: Sensual Experiments in the Art of Being Human","Phil  Jackson","2004","","","","3.42","12","2022/03/22"
"","4157","","Ready to Use Cartoons for Church Publications","Phil  Jackson","1987","","","","0.0","0","2022/03/22"
"","4158","","Ready-To-Use Cartoons for Church Publications","Phil  Jackson","1987","","","","0.0","0","2022/03/22"
"","4159","","Fifty Years of Cheers & Jeers","Phil Jackson","1997","","","","5.0","2","2022/03/22"
"","4160","","Logic Audio C Si Master Vol. 4","Dave Egan","","","","","0.0","0","2022/03/22"
"","4161","","Rhythm of the Chain: Young Writers Explore Teamwork","Animo Inglewood Charter High School","","","","","3.67","3","2022/03/22"
"","4162","","Read for Your Life: 11 Ways to Better Yourself Through Books","Pat Williams","","Nonfiction","Self Help","Writing","3.68","95","2022/03/22"
"","4163","","Values of the Game","Bill Bradley","","Sports","Sports","Sports","3.89","228","2022/03/22"
"","4164","","Justice in Jackson","Phil Hardwick","","","","","3.33","6","2022/03/22"
"","4165","","The Hip-Hop Church: Connecting with the Movement Shaping Our Culture","Efrem Smith","","","","","3.88","26","2022/03/22"
"","4166","","The Last Season","Eric Blehm","2006","Nonfiction","Biography","Adventure","4.08","9029","2022/03/22"
"","4167","","The Final Season: Fathers, Sons, and One Last Season in a Classic American Ballpark","Tom Stanton","2001","Sports","Baseball","Sports","4.17","266","2022/03/22"
"","4168","","First and Last Seasons: A Father, A Son, and Sunday Afternoon Football","Dan McGraw","","","","","3.73","15","2022/03/22"
"","4169","","1939, the Last Season of Peace","Angela Lambert","","History","Nonfiction","","3.77","64","2022/03/22"
"","4170","","The Last Season","Roy MacGregor","1983","Sports","Hockey","Sports","3.67","64","2022/03/22"
"","4171","","The Last Good Season: Brooklyn, the Dodgers and Their Final Pennant Race Together","Michael  Shapiro","2003","Sports","Baseball","Sports","4.05","198","2022/03/22"
"","4172","","The Last Season of Weeb Ewbank","Paul Zimmerman","","Football","Sports","Sports","4.26","19","2022/03/22"
"","4173","","The Last Season","Ronald Florence","2000","","","","3.17","12","2022/03/22"
"","4174","","The Last Season","Joseph J. Bradley","2005","","","","5.0","3","2022/03/22"
"","4175","","How to Play Baseball Better Than You Did Last Season","Jonah Kalb","1974","","","","5.0","1","2022/03/22"
"","4176","","Mr. America's Last Season Blues","John McCluskey","1983","","","","4.5","2","2022/03/22"
"","4177","","The Last Season: A Novel","Roy MacGregor","","Sports","Hockey","Sports","3.67","64","2022/03/22"
"","4178","","One Last Season","Richard Woodley","1981","","","","3.38","13","2022/03/22"
"","4179","","Waiting for the Whistle: Manchester City's Last Season at Maine Road","Andrew Waldon","","","","","3.0","1","2022/03/22"
"","4180","","Plum Warner's Last Season (1920)","Ronald Mason","1970","","","","0.0","0","2022/03/22"
"","4181","","Balls and Strikes: The Money Game in Professional Baseball","Kenneth M. Jennings","","","","","3.0","2","2022/03/22"
"","4182","","Loose Balls: Easy Money, Hard Fouls, Cheap Laughs, & True Love in the NBA","Jayson Williams","2000","Sports","Sports","Sports","3.35","185","2022/03/22"
"","4183","","Money and Employment","Robert James Ball","","","","","0.0","0","2022/03/22"
"","4184","","Inflation and the Theory of Money","Robert James Ball","1964","","","","0.0","0","2022/03/22"
"","4185","","Beauty Plus Utility: How to Decorate Your Own Home the Smart Money Way","Alice Ball Breuer","","","","","0.0","0","2022/03/22"
"","4186","","Money And Employment","Robert James Ball","","","","","0.0","0","2022/03/22"
"","4187","","Making Money From Penny Shares And Small Company Investments","Adrian Ball","","","","","0.0","0","2022/03/22"
"","4188","","Remembering Ve Day: Money Matters Then And Now:  A Collection Of Viewpoints About Money Management 1945 2005, Featuring Oral Histories From World War Ii Veterans And Teenagers Of Bedfordshire","Alison Ball","","","","","0.0","0","2022/03/22"
"","4189","","Inflation and the Theory of Money","Robert James Ball","","","","","0.0","0","2022/03/22"
"","4190","","The ""Leaden Ball"" Syndrome","Jorge Maria Steverlynck","","","","","0.0","0","2022/03/22"
"","4191","Underworld USA","The Cold Six Thousand","James Ellroy","2001","Fiction","Mystery","Crime","4.02","7273","2022/03/22"
"","4192","Underworld USA","The Cold Six Thousand","James Ellroy","","Fiction","Mystery","Crime","4.02","7273","2022/03/22"
"","4193","","","","","","","","","","2022/03/22"
"","4194","","Poems","Hermann Hesse","","Poetry","Classics","Fiction","3.83","835","2022/03/22"
"","4195","","Journey To The East","Hermann Hesse","1932","Fiction","Classics","Philosophy","3.7","12579","2022/03/22"
"","4196","","Narcissus and Goldmund","Hermann Hesse","1930","Fiction","Classics","Philosophy","4.21","52209","2022/03/22"
"","4197","","Siddhartha","Hermann Hesse","1922","Classics","Fiction","Philosophy","4.05","663206","2022/03/22"
"","4198","","Herman Hesse: Pilgrim Of Crisis: A Biography","Ralph Freedman","1978","Biography","Nonfiction","","4.07","107","2022/03/22"
"","4199","","Herman Hesse's Narcissus and Goldmund: A phenomenological view","Kathleen E. Digan","1976","Fiction","Psychology","Novels","4.33","1671","2022/03/22"
"","4200","","White Teeth","Zadie Smith","2000","Fiction","Contemporary","Novels","3.79","140209","2022/03/22"
"","4201","","White Teeth","Okot p'Bitek","","Fiction","Cultural","Africa","3.74","42","2022/03/22"
"","4202","","White Teeth","Zadie Smith","2000","Fiction","Contemporary","Novels","3.79","140209","2022/03/22"
"","4203","","White Teeth (Barnes & Noble Reader's Companion)","Zadie Smith","2000","Fiction","Contemporary","Novels","3.79","140209","2022/03/22"
"","4204","","White Teeth","Zadie Smith","2000","Fiction","Contemporary","Novels","3.79","140209","2022/03/22"
"","4205","","Clean Skins, Teeth and White Bones","George Kiefer","","","","","0.0","0","2022/03/22"
"","4206","","White Teeth","Zadie Smith","2000","Fiction","Contemporary","Novels","3.79","140209","2022/03/22"
"","4207","","White Teeth","Zadie Smith","2000","Fiction","Contemporary","Novels","3.79","140209","2022/03/22"
"","4208","","Der Vorleser","Bernhard Schlink","1995","Fiction","Historical","Historical Fiction","3.77","187061","2022/03/22"
"","4209","","Der Vorleser","Juliane Köster","","Academic","School","Fiction","3.53","680","2022/03/22"
"","4210","","Der Vorleser. Mit Materialien. Klassen 11   13. (Lernmaterialien)","Bettina Greese","","","","","3.0","7","2022/03/22"
"","4211","","Der Vorleser","Bernhard Schlink","1995","Fiction","Historical","Historical Fiction","3.77","187061","2022/03/22"
"","4212","","Lektürehilfen Bernhard Schlink ""Der Vorleser""","Hanns-Peter Reisner","","","","","4.25","4","2022/03/22"
"","4213","","Der Vorleser - Inhalt, Hintergrund, Interpretation","Dietmar Schäfer","","","","","3.29","14","2022/03/22"
"","4214","","Life of Pi","Yann Martel","2001","Fiction","Fantasy","Classics","3.93","1469175","2022/03/22"
"","4215","","By Royal Command: The Official Life and Personal Reminiscences of Colonel Curtis Piehu Iaukea at the Court of Hawaii's Rulers","Curtis Piehu Iaukea","","","","","4.0","4","2022/03/22"
"","4216","","Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher","Hans Blumenberg","1979","Philosophy","Nonfiction","European Literature","3.9","109","2022/03/22"
"","4217","","Schiffbruch mit Strandrecht: Der ästhetische Imperativ in der 'Kunstperiode'","Jürgen Fohrmann","","","","","0.0","0","2022/03/22"
"","4218","El cementerio de los libros olvidados","Der Schatten des Windes","Carlos Ruiz Zafón","2001","Fiction","Historical","Historical Fiction","4.28","540954","2022/03/22"
"","4219","","Digital Fortress","Dan Brown","1998","Fiction","Thriller","Mystery","3.68","598313","2022/03/22"
"","4220","","Matter : Poems","Dan Brown","","Poetry","Fiction","","3.29","56","2022/03/22"
"","4221","","The Guide to Dan Brown's the Solomon Key","Greg Taylor","2005","Fiction","","","2.91","58","2022/03/22"
"","4222","","La conspiración","Dan Brown","2001","Fiction","Thriller","Mystery","3.73","631609","2022/03/22"
"","4223","Robert Langdon","The Da Vinci Code","Dan Brown","2003","Fiction","Mystery","Thriller","3.89","2128060","2022/03/22"
"","4224","Robert Langdon","Illuminati","Dan Brown","2000","Fiction","Mystery","Thriller","3.92","2930163","2022/03/22"
