"1097","","Fast Food Nation: The Dark Side of the All-American Meal","Eric Schlosser","Nonfiction","Food and Drink","Food","3.75","203889","2022/03/19"
"1098","","Fast Food Nation: The Dark Side of the All-American Meal","Eric Schlosser","Nonfiction","Food and Drink","Food","3.75","203889","2022/03/19"
"1099","","Fast Food Nation: What The All-American Meal is Doing to the World","Eric Schlosser","Nonfiction","Food and Drink","Food","3.75","203889","2022/03/19"
"1100","","Fast Food Nation: The Dark Side of the All-American Meal","Eric Schlosser","Nonfiction","Food and Drink","Food","3.75","203889","2022/03/19"
"1101","","Fast Food/ Fast Food Nation (Actualidad)","Eric Schlosser","Nonfiction","Food and Drink","Food","3.75","203889","2022/03/19"
"1102","","Fast Food Nation: What the All-American Meal Is Doing to the World","Eric Schlosser","Nonfiction","Food and Drink","Food","3.75","203889","2022/03/19"
"1103","","Snow Flower and the Secret Fan","Lisa See","Historical","Historical Fiction","Fiction","4.08","356523","2022/03/19"
"1104","","Do You Want to Know a Secret?: The Story of the Official George Harrison Fan Club","Pat Kinzer Mancuso","","","","5.0","4","2022/03/19"
"1105","","","","","","","","","2022/03/19"
"1106","","Secrets of the Super [Football] Athletes: Tips for Fans and Players","Abbot Solomon","","","","5.0","1","2022/03/19"
"1107","","Grandma's Little Secrets","Fan B. Smith","","","","0.0","0","2022/03/19"
"1108","","All Men Have Secrets","Tom Gallagher","Music","European Literature","British Literature","3.89","37","2022/03/19"
"1109","","Kakyō Shōhō No Hiden: Chūgoku Koten No Chie","Kazuo Matsumoto","","","","0.0","0","2022/03/19"
"1110","","The Broker","John Grisham","Fiction","Thriller","Mystery","3.8","87787","2022/03/19"
"1111","","The Power Broker: Robert Moses and the Fall of New York","Robert A. Caro","History","Biography","Nonfiction","4.4","17875","2022/03/19"
"1112","","The Complete Idiot's Guide to Success as a Mortgage Broker","Daniel S. Kahn","Business","","","2.6","5","2022/03/19"
"1113","","21 Things I Wish My Broker Had Told Me: Practical Advice for New Real Estate Professionals","Frank Cook","Business","Reference","","3.55","99","2022/03/19"
"1114","","So You Want to Be a Mortgage Broker","Ameen Kamadia","","","","1.6","5","2022/03/19"
"1115","","Body Brokers: Inside America's Underground Trade in Human Remains","Annie Cheney","Nonfiction","Crime","True Crime","3.8","281","2022/03/19"
"1116","","The Devil's Broker: Seeking Gold, God, and Glory in Fourteenth- Century Italy","Frances Stonor Saunders","History","Cultural","Italy","3.92","339","2022/03/19"
"1117","Christian Gillette","The Power Broker: A Novel","Stephen W. Frey","Fiction","Thriller","Mystery","3.77","929","2022/03/19"
"1118","","Broker to Broker: Management Lessons from America's Most Successful Real Estate Companies","Robert Freedman","","","","3.9","10","2022/03/19"
"1119","","The Rational Guide to SQL Server 2005 Service Broker (Rational Guides)","Roger Wolter","Computer Science","Programming","","3.38","8","2022/03/19"
"1120","","Body For Life: 12 Weeks to Mental and Physical Strength","Bill Phillips","Health","Nonfiction","Sports","3.73","4156","2022/03/19"
"1121","","Body for Life for Women: A Woman's Plan for Physical and Mental Transformation","Pamela Peeke","Nonfiction","Health","Sports","3.65","591","2022/03/19"
"1122","","Body for Life Success Journal","Bill Phillips","Sports","Fitness","Nonfiction","4.06","189","2022/03/19"
"1123","","Eating for Life: Your Guide to Great Health, Fat Loss and Increased Energy!","Bill Phillips","Food and Drink","Cookbooks","Health","3.97","842","2022/03/19"
"1124","","Body for Life for Women: 12 Weeks to a Firm, Fit, Fabulous Body at Any Age","Pamela Peeke","Nonfiction","Health","Sports","3.65","591","2022/03/19"
"1125","","Body Life: The Book That Inspired a Return to the Church's Real Meaning and Mission","Ray C. Stedman","Christian","Religion","Theology","4.19","97","2022/03/19"
"1126","","One Body, One Life: Six Weeks to the New You","Gregory Joujon-Roche","","","","3.3","10","2022/03/19"
"1127","","Body Piercing Saved My Life: Inside the Phenomenon of Christian Rock","Andrew Beaujon","Music","Nonfiction","Religion","3.62","300","2022/03/19"
"1128","","Life in His Body","David Finnell","","","","3.6","10","2022/03/19"
"1129","","Bill Phillips Body For Life Two-Book Set (Body For Life, Body for Life Success Journal)","Bill Phillips","","","","4.38","13","2022/03/19"
"1130","","The Warren Buffett Way","Robert G. Hagstrom","Economics","Finance","Business","4.15","14886","2022/03/19"
"1131","","The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy","Robert G. Hagstrom","Economics","Finance","Business","4.21","1533","2022/03/19"
"1132","","Buffettology: The Previously Unexplained Techniques That Have Made Warren Buffett the World's Most Famous Investor","Mary Buffett","Economics","Finance","Business","3.99","3111","2022/03/19"
"1133","","Trade Like Warren Buffett","James Altucher","Business","Economics","Finance","3.59","90","2022/03/19"
"1134","","Warren Buffett Speaks: Wit and Wisdom from the World's Greatest Investor","Janet Lowe","Business","Economics","Finance","3.88","1129","2022/03/19"
"1135","","How to Think Like Benjamin Graham and Invest Like Warren Buffett","Lawrence A. Cunningham","Economics","Finance","Business","3.81","243","2022/03/19"
"1136","","J. K. Lasser's Pick Stocks Like Warren Buffett","Warren Boroson","","","","3.54","13","2022/03/19"
"1137","","Warren Buffett Wealth: Principles and Practical Methods Used by the World's Greatest Investor","Robert P. Miles","Economics","Finance","Nonfiction","3.98","62","2022/03/19"
"1138","","The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers","Robert P. Miles","Business","Economics","Finance","4.09","282","2022/03/19"
"1139","","The Real Warren Buffett: Managing Capital, Leading People","James O'Loughlin","Economics","Finance","Business","4.03","119","2022/03/19"
"1140","","Of Permanent Value: The Story of Warren Buffett","Andrew Kilpatrick","Biography","Business","Economics","4.06","200","2022/03/19"
"1141","","Warren Buffett: Master of the Market","Jay Steele","Economics","Finance","","3.53","15","2022/03/19"
"1142","","The Winning Investment Habits of Warren Buffett & George Soros","Mark Tier","Economics","Finance","Business","4.02","478","2022/03/19"
"1143","","Warren Buffett: The Good Guy of Wall Street","Andrew Kilpatrick","","","","4.09","11","2022/03/19"
"1144","","Warren Buffett: An Illustrated Biography of the World's Most Successful Investor","Ayano Morio","Biography","Sequential Art","Manga","3.79","121","2022/03/19"
"1145","","A Weekend with Warren Buffett: And Other Shareholder Meeting Adventures","Randy Cepuch","Nonfiction","Business","","3.58","50","2022/03/19"
"1146","","Warren Buffett Speaks: Wit and Wisdom of the World's Greatest Investor","Janet Lowe","Business","Economics","Finance","3.88","1129","2022/03/19"
"1147","","Of Permanent Value: The Story of Warren Buffett, 1998 Edition","Andrew Kilpatrick","Biography","Business","Economics","4.06","200","2022/03/19"
"1148","","Los Ensayos De Warren Buffett","Warren Buffett","Business","Economics","Finance","4.28","6743","2022/03/19"
"1149","","Die Essays Von Warren Buffett","Warren Buffett","Business","Economics","Finance","4.28","6743","2022/03/19"
"1150","","The Buffettology Workbook: Value Investing The Warren Buffett Way","Mary Buffett","Economics","Finance","Business","3.96","124","2022/03/19"
"1151","","Warren Buffett (Business Masterminds)","Robert Heller","Business","","","3.54","57","2022/03/19"
"1152","","Warren Buffett","Robert G. Hagstrom","","","","4.06","47","2022/03/19"
"1153","","The Midas Touch: The Strategies That Have Made Warren Buffett America's Pre-Eminent Investor","John Train","Economics","Finance","Business","3.63","49","2022/03/19"
"1154","","101 Reasons to Own the World's Greatest Investment: Warren Buffett's Berkshire Hathaway","Robert P. Miles","Economics","Finance","","3.69","32","2022/03/19"
"1155","","Buffett: The Making of an American Capitalist","Roger Lowenstein","Biography","Business","Economics","4.13","14644","2022/03/19"
"1156","","Of Permanent Value: The Story of Warren Buffet","Andrew Kilpatrick","Biography","Business","Economics","4.06","200","2022/03/19"
"1157","","Of Permanent Value: The Story of Warren Buffett, Updated and Expanded Edition","Andrew Kilpatrick","Biography","Business","Economics","4.06","200","2022/03/19"
"1158","","Investimentos: Os Segredos De George Soros E Warren Buffett","Mark Tier","Economics","Finance","Business","4.02","478","2022/03/19"
"1159","","Of Permanent Value: The Story of Warren Buffett/More in '04, California Edition","Andrew Kilpatrick","Biography","Business","Economics","4.06","200","2022/03/19"
"1160","","Damn Right!: Behind the Scenes with Berkshire Hathaway Billionaire Charlie Munger","Janet Lowe","Business","Biography","Economics","4.17","1879","2022/03/19"
"1161","","Of Permanent Value : The Story of Warren Buffett/Monster Millennium Edition","Andrew Kilpatrick","Biography","Business","Economics","4.06","200","2022/03/19"
"1162","","Monkey Business: Swinging Through the Wall Street Jungle","John Rolfe","Economics","Finance","Business","3.96","5241","2022/03/19"
"1163","","Monkey Business","Wallace Edwards","Childrens","Picture Books","Childrens","4.19","149","2022/03/19"
"1164","","Monkey Business: True Story of the Scopes Trial","Marvin N. Olasky","Philosophy","Science","","3.17","29","2022/03/19"
"1165","","Mice, Morals, & Monkey Business","Christopher Wormell","Childrens","Childrens","Picture Books","3.71","41","2022/03/19"
"1166","Hank the Cowdog","Hank the Cowdog and Monkey Business","John R. Erickson","Childrens","Mystery","Humor","4.09","616","2022/03/19"
"1167","Junie B. Jones","Junie B. Jones and a Little Monkey Business","Barbara Park","Childrens","Fiction","Childrens","4.01","12956","2022/03/19"
"1168","","Monkey Business: Are Yor Controlling Events or Are Events Controlling You?","William Oncken III","Business","Management","","4.1","21","2022/03/19"
"1169","","Monkey Business","Sarah Mlynowski","Womens Fiction","Chick Lit","Fiction","3.67","3417","2022/03/19"
"1170","","Monkey Business","J. Otto Seibold","Childrens","Picture Books","Childrens","3.72","43","2022/03/19"
"1171","Liar's Poker","Liar's Poker","Michael  Lewis","Nonfiction","Business","Economics","4.14","89995","2022/03/19"
"1172","Liar's Poker","Liar's Poker","Michael  Lewis","Nonfiction","Business","Economics","4.14","89997","2022/03/19"
"1173","Liar's Poker","Liar's Poker","Michael  Lewis","Nonfiction","Business","Economics","4.14","89997","2022/03/19"
"1174","","Liars Poker: A Winning Strategy","John Archer","","","","3.86","29","2022/03/19"
"1175","","Liar's Poker: The Great Powers, Yugoslavia and the Wars of the Future","Michel Collon","","","","4.0","9","2022/03/19"
"1176","Liar's Poker","Liars Poker Rising Through The Wreckage/International Edition","Michael  Lewis","Nonfiction","Business","Economics","4.14","89997","2022/03/19"
"1177","Henry Garnish","Liar's Poker: A Harry Garnish Mystery","Frank McConnell","","","","3.31","13","2022/03/19"
"1178","","Weight Watchers Simply the Best Italian","Weight Watchers","Food and Drink","Cookbooks","Nonfiction","3.79","38","2022/03/19"
"1179","","Simply Italian: 100 Easy-To-Make, Zesty, Satisfying Favorites","Ruth Glick","","","","5.0","1","2022/03/19"
"1180","","Simply Bruschetta: Garlic Toast the Italian Way","Vittorio Pellegrino","Food and Drink","Cooking","","3.75","4","2022/03/19"
"1181","","Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget","Valentina Harris","","","","4.0","1","2022/03/19"
"1182","","Simply Italian More Than Quick and Easy","Gina Puliciano","","","","0.0","0","2022/03/19"
"1183","","Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget","Valentina Harris","","","","4.0","1","2022/03/19"
"1184","","Simply Italian","Sophie Braimbridge","Food and Drink","Cookbooks","","3.91","11","2022/03/19"
"1185","","Cucina Fresca: Italian Food, Simply Prepared","Viana La Place","Food and Drink","Cookbooks","Food and Drink","4.23","44","2022/03/19"
"1186","","Simply Pasta & Italian","Helen Walters","","","","5.0","1","2022/03/19"
"1187","","Simply Sauté: Fast, Easy, and Healthy Italian Cooking -- All in One Pan","Silvia Bianco","","","","4.0","2","2022/03/19"
"1188","","Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen","Ursula Ferrigno","Food and Drink","Cookbooks","Food and Drink","4.08","12","2022/03/19"
"1189","","Simply Tuscan: Recipes for a Well-Lived Life","Pino Luongo","Food and Drink","Cookbooks","European Literature","3.59","22","2022/03/19"
"1190","","Simply Sicilian: Family Recipes","Carol Cappelline Schulte","","","","0.0","0","2022/03/19"
"1191","","Giada's Family Dinners","Giada De Laurentiis","Food and Drink","Cookbooks","Food and Drink","3.98","15177","2022/03/19"
"1192","","Everyday Italian: 125 Simple and Delicious Recipes","Giada De Laurentiis","Food and Drink","Cookbooks","Food and Drink","3.89","48740","2022/03/19"
"1193","","Everyday Pasta","Giada De Laurentiis","Food and Drink","Cookbooks","Food and Drink","4.1","9074","2022/03/19"
"1194","","Alex & Penny in Egypt","Giada Francia","","","","0.0","0","2022/03/19"
"1195","","Alex & Penny Ballooning over Italy","Giada Francia","","","","3.0","1","2022/03/19"
"1196","","Tyler's Ultimate: Brilliant Simple Food to Make Any Time","Tyler Florence","Food and Drink","Cookbooks","Food and Drink","4.09","3776","2022/03/19"
"1197","","Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook","Tyler Florence","Food and Drink","Cookbooks","Food and Drink","4.06","1452","2022/03/19"
"1198","","Eat This Book: Cooking with Global Fresh Flavors","Tyler Florence","Food and Drink","Cookbooks","Food and Drink","3.93","288","2022/03/19"
"1199","","Semi-Homemade: Cooking 2","Sandra Lee","Food and Drink","Cookbooks","Food and Drink","3.64","124","2022/03/19"
"1200","","Developmental Psychology","Florence Laura Goodenough","","","","0.0","0","2022/03/19"
"1201","","Developmental Psychology","Florence Laura Goodenough","","","","0.0","0","2022/03/19"
"1202","Freakonomics","Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt","Nonfiction","Economics","Business","3.99","783855","2022/03/19"
"1203","Freakonomics","Freakonomics: A Rogue Economist Explores The Hidden Side Of Everything","Steven D. Levitt","Nonfiction","Economics","Business","3.99","783855","2022/03/19"
"1204","Freakonomics","Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta","Steven D. Levitt","Nonfiction","Economics","Business","3.99","783855","2022/03/19"
"1205","Freakonomics","Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt","Nonfiction","Economics","Business","3.99","783855","2022/03/19"
"1206","Freakonomics","Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt","Nonfiction","Economics","Business","3.99","783855","2022/03/19"
"1207","Freakonomics","Freakonomics  - O Estranho Mundo da Economia","Steven D. Levitt","Nonfiction","Economics","Business","3.99","783855","2022/03/19"
"1208","","The Semi-Complete Guide to Sort of Being a Gentleman","Brock LaBorde","","","","4.33","3","2022/03/19"
"1209","","Gentleman's Guide to Grooming and Style","Bernhard Roetzel","Couture","Fashion","Reference","4.18","211","2022/03/19"
"1210","","Gentleman's Guide to Grooming and Style","Bernhard Roetzel","Couture","Fashion","Reference","4.18","211","2022/03/19"
"1211","","Gentleman's Guide to Toasting","Dave Fulmer","","","","3.23","13","2022/03/19"
"1212","","The Gentleman's Guide to Passages South: The Thornless Path Toward Windward","Bruce Van Sant","","","","4.21","62","2022/03/19"
"1213","","Gentleman's GD.to Etiquette","Clinton T. Greenleaf III","","","","3.0","9","2022/03/19"
"1214","","Gentleman's Guide To Professional Appearance","Clinton T. Greenleaf III","","","","4.17","12","2022/03/19"
"1215","","A Well-Dressed Gentleman's Pocket Guide","Oscar Lenius","Nonfiction","Couture","Fashion","3.64","53","2022/03/19"
"1216","","Miracle Collapse: The 1969 Chicago Cubs","Doug Feldmann","Sports","Baseball","","3.43","30","2022/03/19"
"1217","Civilizations Rise and Fall","Collapse","Jared Diamond","History","Nonfiction","Science","3.92","67863","2022/03/19"
"1218","John Rain","The Last Assassin","Barry Eisler","Thriller","Fiction","Mystery","4.28","7940","2022/03/19"
"1219","John Rain","Sicario","Barry Eisler","Thriller","Fiction","Mystery","3.98","17926","2022/03/19"
"1220","John Rain","Blood From Blood","Barry Eisler","Thriller","Fiction","Mystery","4.12","9185","2022/03/19"
"1221","John Rain","La Chute de John R.","Barry Eisler","Thriller","Fiction","Mystery","3.98","17926","2022/03/19"
"1222","John Rain","Extremis","Barry Eisler","Thriller","Fiction","Mystery","4.28","7940","2022/03/19"
"1223","John Rain","A Clean Kill in Tokyo","Barry Eisler","Thriller","Fiction","Mystery","3.98","17926","2022/03/19"
"1224","John Rain","One Last Kill","Barry Eisler","Thriller","Fiction","Mystery","4.25","8262","2022/03/19"
"1225","John Rain","Chuva Forte","Barry Eisler","Thriller","Fiction","Mystery","4.16","8648","2022/03/19"
"1226","","Life of Pi","Yann Martel","Fiction","Fantasy","Classics","3.93","1468642","2022/03/19"
"1227","","Vida de Pi","Yann Martel","Fiction","Fantasy","Classics","3.93","1468642","2022/03/19"
"1228","","Life of Pi","Yann Martel","Fiction","Fantasy","Classics","3.93","1468642","2022/03/19"
